timestamp,predictors,identifier,optimizer,layers,activations,dropouts,dimensions,length,nodes,loss,binary_accuracy,time,epochs
2021-01-03 11:04:05.792852,"['Visiting: Pitcher - Win rate']",2930302900,adam,"[7, 1]","['None', 'None']","[0, 0]",1,2,8,0.6931484341621399,0.5002025961875916,0.31,300
2021-01-03 11:06:15.391299,"['Visiting: Pitcher - Strikeouts per walk']",5932309110,adam,"[7, 1]","['None', 'None']","[6, 0]",1,2,8,0.6931930184364319,0.5002025961875916,0.94,280
2021-01-03 11:07:24.167492,"['Home: Team - Season Performance']",3559053890,adam,"[1]","['softplus']","[0]",1,1,1,0.6919927597045898,0.5200567245483398,0.25,260
2021-01-03 11:10:19.023137,"['Home: Pitcher - Pitching performance']",4976126820,rmsprop,"[6, 3, 1]","['None', 'None', 'None']","[0, 0, 0]",1,3,10,0.6931982636451721,0.5022284984588623,0.48,180
2021-01-03 11:11:57.098113,"['Visiting: Odd ratio']",1408824977,adam,"[6]","['None']","[3]",1,1,6,0.6931259632110596,0.5093193054199219,0.03,180
2021-01-03 11:13:39.978446,"['Home: Team - Pythagorean expectation']",5008952844,adamax,"[7]","['None']","[0]",1,1,7,0.6923596858978271,0.5251215696334839,0.71,100
2021-01-03 11:15:56.878936,"['Visiting: Fielding performance ratio']",5243211288,rmsprop,"[6, 1]","['None', 'softplus']","[4, 0]",1,2,7,0.6931487321853638,0.5002025961875916,0.66,100
2021-01-03 11:17:08.616898,"['Home: Throwing side']",1406462498,rmsprop,"[1]","['elu']","[0]",1,1,1,0.6931487321853638,0.5002025961875916,0.67,220
2021-01-03 11:19:14.282219,"['Visiting: Pitcher - Pitching performance']",6278391560,adam,"[5, 1]","['None', 'None']","[0, 0]",1,2,6,0.6931563019752502,0.5010129809379578,0.24,160
2021-01-03 11:22:17.155913,"['Visiting: Fielding performance versus ratio']",7531665946,adam,"[4, 3, 1]","['None', 'softplus', 'None']","[3, 1, 0]",1,3,8,0.6931485533714294,0.5002025961875916,0.69,180
2021-01-03 11:24:11.407137,"['Home: Win versus ratio']",1889320048,adam,"[6, 1]","['elu', 'None']","[0, 0]",1,2,7,0.6914965510368347,0.5188411474227905,0.67,220
2021-01-03 11:25:47.601235,"['Visiting: Manager - Win rate']",2907092580,adam,"[5]","['None']","[0]",1,1,5,0.6931627988815308,0.5070907473564148,0.35,200
2021-01-03 11:27:22.368394,"['Home: Pitching performance versus ratio']",6132746802,adam,"[5]","['None']","[0]",1,1,5,0.6931694149971008,0.5002025961875916,0.4,40
2021-01-03 11:29:30.629451,"['Home: Team - Win rate']",1518825315,adam,"[4, 6]","['None', 'None']","[0, 0]",1,2,10,0.6907655000686646,0.5155996680259705,0.18,260
2021-01-03 11:31:32.050051,"['Home: Win ratio']",845518800,nadam,"[9]","['elu']","[0]",1,1,9,0.6915165185928345,0.5309967398643494,0.66,240
2021-01-03 11:33:10.127063,"['Visiting: Team - Pythagorean expectation']",6314864920,adam,"[3]","['None']","[0]",1,1,3,0.6908372640609741,0.5295786261558533,0.42,180
2021-01-03 11:34:52.638130,"['Home: Pythagorean expectation versus ratio']",7213767456,adam,"[4]","['relu']","[0]",1,1,4,0.6931464672088623,0.5002025961875916,0.58,220
2021-01-03 11:36:26.329399,"['Visiting: Throwing side']",2133442878,adam,"[9]","['None']","[0]",1,1,9,0.6931481957435608,0.5002025961875916,0.73,260
2021-01-03 11:38:12.084491,"['Visiting: Win ratio']",1426937316,adam,"[9]","['None']","[7]",1,1,9,0.6931469440460205,0.5066855549812317,0.14,80
2021-01-03 11:40:15.902225,"['Visiting: Score ratio']",1756440966,adam,"[7, 3]","['None', 'None']","[5, 0]",1,2,10,0.6934139132499695,0.5139789581298828,0.29,100
2021-01-03 11:41:55.374201,"['Visiting: Odd versus ratio']",2695132622,adam,"[8]","['None']","[0]",1,1,8,0.691062867641449,0.5289708375930786,0.04,200
2021-01-03 11:43:54.623449,"['Visiting: Average BMI']",1638068334,adam,"[6, 1]","['None', 'None']","[0, 0]",1,2,7,0.6930162906646729,0.5196515321731567,0.21,240
2021-01-03 11:46:04.174880,"['Home: Batting performance versus ratio']",5803823410,nadam,"[8]","['None']","[6]",1,1,8,0.6931360363960266,0.5026336908340454,0.44,220
