row,Games home manager,Wins home manager,Losses home manager,Games visiting manager,Wins visiting manager,Losses visiting manager
22504,144.0,65.0,79.0,144.0,74.0,70.0
22505,144.0,56.0,88.0,,,
22506,47.0,20.0,27.0,144.0,56.0,88.0
22507,,,,144.0,70.0,74.0
22508,144.0,90.0,54.0,,,
22509,,,,144.0,67.0,77.0
22510,,,,144.0,66.0,78.0
22511,144.0,76.0,68.0,144.0,77.0,67.0
22512,,,,144.0,58.0,86.0
22513,144.0,69.0,75.0,144.0,73.0,71.0
22514,144.0,67.0,77.0,144.0,70.0,74.0
22515,144.0,85.0,59.0,,,
22516,144.0,86.0,58.0,144.0,65.0,79.0
22517,144.0,100.0,44.0,,,
22518,144.0,56.0,88.0,144.0,74.0,70.0
22519,144.0,73.0,71.0,144.0,66.0,78.0
22520,144.0,76.0,68.0,144.0,77.0,67.0
22521,,,,,,
22522,,,,,,
22523,144.0,70.0,74.0,144.0,58.0,86.0
22524,144.0,67.0,77.0,144.0,67.0,77.0
22525,144.0,85.0,59.0,113.0,57.0,56.0
22526,144.0,86.0,58.0,144.0,65.0,79.0
22527,144.0,100.0,44.0,,,
22528,,,,47.0,20.0,27.0
22529,144.0,70.0,74.0,145.0,79.0,66.0
22530,144.0,56.0,88.0,,,
22531,144.0,56.0,88.0,144.0,74.0,70.0
22532,144.0,73.0,71.0,144.0,66.0,78.0
22533,144.0,77.0,67.0,144.0,90.0,54.0
22534,144.0,76.0,68.0,144.0,69.0,75.0
22535,,,,,,
22536,,,,,,
22537,144.0,70.0,74.0,144.0,58.0,86.0
22538,144.0,67.0,77.0,144.0,67.0,77.0
22539,144.0,85.0,59.0,113.0,57.0,56.0
22540,144.0,86.0,58.0,144.0,65.0,79.0
22541,144.0,100.0,44.0,,,
22542,,,,47.0,20.0,27.0
22543,144.0,70.0,74.0,145.0,79.0,66.0
22544,144.0,56.0,88.0,,,
22545,144.0,56.0,88.0,144.0,74.0,70.0
22546,144.0,73.0,71.0,144.0,66.0,78.0
22547,144.0,77.0,67.0,144.0,90.0,54.0
22548,144.0,76.0,68.0,144.0,69.0,75.0
22549,,,,,,
22550,,,,,,
22551,144.0,70.0,74.0,144.0,58.0,86.0
22552,144.0,67.0,77.0,144.0,67.0,77.0
22553,144.0,85.0,59.0,113.0,57.0,56.0
22554,144.0,100.0,44.0,,,
22555,,,,47.0,20.0,27.0
22556,144.0,70.0,74.0,145.0,79.0,66.0
22557,144.0,56.0,88.0,,,
22558,144.0,74.0,70.0,144.0,65.0,79.0
22559,144.0,77.0,67.0,144.0,90.0,54.0
22560,144.0,76.0,68.0,144.0,69.0,75.0
22561,,,,144.0,67.0,77.0
22562,144.0,66.0,78.0,,,
22563,144.0,67.0,77.0,144.0,58.0,86.0
22564,144.0,86.0,58.0,113.0,57.0,56.0
22565,,,,144.0,85.0,59.0
22566,144.0,70.0,74.0,,,
22567,144.0,56.0,88.0,145.0,79.0,66.0
22568,144.0,74.0,70.0,144.0,65.0,79.0
22569,144.0,56.0,88.0,47.0,20.0,27.0
22570,144.0,73.0,71.0,144.0,69.0,75.0
22571,144.0,77.0,67.0,144.0,76.0,68.0
22572,,,,144.0,67.0,77.0
22573,144.0,66.0,78.0,,,
22574,,,,144.0,90.0,54.0
22575,144.0,70.0,74.0,,,
22576,144.0,67.0,77.0,144.0,58.0,86.0
22577,144.0,86.0,58.0,113.0,57.0,56.0
22578,144.0,100.0,44.0,,,
22579,144.0,100.0,44.0,,,
22580,,,,144.0,85.0,59.0
22581,144.0,70.0,74.0,,,
22582,144.0,56.0,88.0,145.0,79.0,66.0
22583,144.0,74.0,70.0,144.0,65.0,79.0
22584,144.0,56.0,88.0,47.0,20.0,27.0
22585,144.0,73.0,71.0,144.0,69.0,75.0
22586,144.0,77.0,67.0,144.0,76.0,68.0
22587,,,,144.0,67.0,77.0
22588,144.0,66.0,78.0,,,
22589,,,,144.0,90.0,54.0
22590,144.0,70.0,74.0,,,
22591,144.0,67.0,77.0,144.0,58.0,86.0
22592,144.0,86.0,58.0,113.0,57.0,56.0
22593,144.0,100.0,44.0,,,
22594,,,,144.0,85.0,59.0
22595,144.0,56.0,88.0,145.0,79.0,66.0
22596,144.0,74.0,70.0,144.0,65.0,79.0
22597,144.0,56.0,88.0,47.0,20.0,27.0
22598,144.0,73.0,71.0,144.0,69.0,75.0
22599,144.0,77.0,67.0,144.0,76.0,68.0
22600,,,,144.0,67.0,77.0
22601,144.0,66.0,78.0,,,
22602,,,,144.0,90.0,54.0
22603,144.0,70.0,74.0,,,
22604,144.0,67.0,77.0,144.0,58.0,86.0
22605,144.0,67.0,77.0,144.0,58.0,86.0
22606,113.0,57.0,56.0,144.0,100.0,44.0
22607,144.0,70.0,74.0,144.0,56.0,88.0
22608,145.0,79.0,66.0,144.0,74.0,70.0
22609,144.0,56.0,88.0,47.0,20.0,27.0
22610,144.0,77.0,67.0,,,
22611,,,,144.0,90.0,54.0
22612,144.0,67.0,77.0,144.0,70.0,74.0
22613,,,,,,
22614,113.0,57.0,56.0,144.0,100.0,44.0
22615,,,,144.0,86.0,58.0
22616,144.0,70.0,74.0,144.0,56.0,88.0
22617,144.0,65.0,79.0,144.0,56.0,88.0
22618,145.0,79.0,66.0,144.0,74.0,70.0
22619,144.0,90.0,54.0,144.0,76.0,68.0
22620,144.0,77.0,67.0,,,
22621,144.0,66.0,78.0,,,
22622,144.0,69.0,75.0,,,
22623,144.0,58.0,86.0,,,
22624,144.0,67.0,77.0,144.0,70.0,74.0
22625,144.0,67.0,77.0,144.0,73.0,71.0
22626,,,,,,
22627,113.0,57.0,56.0,144.0,100.0,44.0
22628,,,,144.0,86.0,58.0
22629,144.0,70.0,74.0,144.0,56.0,88.0
22630,144.0,65.0,79.0,144.0,56.0,88.0
22631,47.0,20.0,27.0,144.0,85.0,59.0
22632,145.0,79.0,66.0,144.0,74.0,70.0
22633,144.0,90.0,54.0,144.0,76.0,68.0
22634,144.0,77.0,67.0,,,
22635,144.0,66.0,78.0,,,
22636,144.0,69.0,75.0,,,
22637,144.0,58.0,86.0,,,
22638,144.0,67.0,77.0,144.0,70.0,74.0
22639,144.0,67.0,77.0,144.0,73.0,71.0
22640,113.0,57.0,56.0,144.0,56.0,88.0
22641,144.0,100.0,44.0,144.0,70.0,74.0
22642,,,,144.0,86.0,58.0
22643,47.0,20.0,27.0,144.0,85.0,59.0
22644,47.0,20.0,27.0,144.0,85.0,59.0
22645,145.0,79.0,66.0,144.0,74.0,70.0
22646,144.0,90.0,54.0,144.0,66.0,78.0
22647,144.0,69.0,75.0,,,
22648,144.0,58.0,86.0,,,
22649,144.0,70.0,74.0,,,
22650,144.0,67.0,77.0,144.0,77.0,67.0
22651,144.0,67.0,77.0,144.0,73.0,71.0
22652,144.0,85.0,59.0,144.0,56.0,88.0
22653,,,,144.0,74.0,70.0
22654,113.0,57.0,56.0,144.0,56.0,88.0
22655,144.0,100.0,44.0,144.0,70.0,74.0
22656,144.0,65.0,79.0,,,
22657,47.0,20.0,27.0,144.0,86.0,58.0
22658,145.0,79.0,66.0,,,
22659,144.0,90.0,54.0,144.0,66.0,78.0
22660,,,,144.0,67.0,77.0
22661,,,,144.0,76.0,68.0
22662,144.0,69.0,75.0,,,
22663,144.0,58.0,86.0,144.0,73.0,71.0
22664,144.0,70.0,74.0,,,
22665,144.0,67.0,77.0,144.0,77.0,67.0
22666,144.0,85.0,59.0,144.0,56.0,88.0
22667,,,,144.0,74.0,70.0
22668,113.0,57.0,56.0,144.0,56.0,88.0
22669,144.0,100.0,44.0,144.0,70.0,74.0
22670,144.0,65.0,79.0,,,
22671,47.0,20.0,27.0,144.0,86.0,58.0
22672,145.0,79.0,66.0,,,
22673,144.0,90.0,54.0,144.0,66.0,78.0
22674,,,,144.0,76.0,68.0
22675,144.0,69.0,75.0,,,
22676,144.0,58.0,86.0,144.0,73.0,71.0
22677,144.0,70.0,74.0,,,
22678,144.0,67.0,77.0,144.0,77.0,67.0
22679,144.0,85.0,59.0,144.0,56.0,88.0
22680,,,,144.0,74.0,70.0
22681,113.0,57.0,56.0,144.0,56.0,88.0
22682,144.0,100.0,44.0,144.0,70.0,74.0
22683,144.0,65.0,79.0,,,
22684,47.0,20.0,27.0,144.0,86.0,58.0
22685,145.0,79.0,66.0,,,
22686,144.0,90.0,54.0,144.0,66.0,78.0
22687,,,,144.0,67.0,77.0
22688,,,,144.0,67.0,77.0
22689,,,,144.0,76.0,68.0
22690,144.0,69.0,75.0,,,
22691,144.0,58.0,86.0,144.0,73.0,71.0
22692,144.0,70.0,74.0,,,
22693,144.0,67.0,77.0,144.0,77.0,67.0
22694,144.0,85.0,59.0,144.0,65.0,79.0
22695,,,,145.0,79.0,66.0
22696,144.0,100.0,44.0,144.0,56.0,88.0
22697,,,,144.0,56.0,88.0
22698,47.0,20.0,27.0,144.0,86.0,58.0
22699,,,,144.0,74.0,70.0
22700,144.0,90.0,54.0,144.0,66.0,78.0
22701,,,,144.0,67.0,77.0
22702,144.0,58.0,86.0,144.0,73.0,71.0
22703,144.0,86.0,58.0,144.0,85.0,59.0
22704,,,,145.0,79.0,66.0
22705,113.0,57.0,56.0,144.0,70.0,74.0
22706,144.0,100.0,44.0,144.0,56.0,88.0
22707,,,,144.0,56.0,88.0
22708,,,,144.0,74.0,70.0
22709,,,,144.0,73.0,71.0
22710,,,,144.0,90.0,54.0
22711,144.0,76.0,68.0,,,
22712,,,,144.0,67.0,77.0
22713,144.0,58.0,86.0,144.0,67.0,77.0
22714,144.0,70.0,74.0,144.0,77.0,67.0
22715,144.0,86.0,58.0,144.0,85.0,59.0
22716,,,,145.0,79.0,66.0
22717,113.0,57.0,56.0,144.0,70.0,74.0
22718,144.0,100.0,44.0,144.0,56.0,88.0
22719,,,,144.0,56.0,88.0
22720,47.0,20.0,27.0,144.0,65.0,79.0
22721,47.0,20.0,27.0,144.0,65.0,79.0
22722,,,,144.0,73.0,71.0
22723,,,,144.0,90.0,54.0
22724,144.0,76.0,68.0,,,
22725,,,,144.0,67.0,77.0
22726,144.0,69.0,75.0,144.0,66.0,78.0
22727,144.0,58.0,86.0,144.0,67.0,77.0
22728,144.0,70.0,74.0,144.0,77.0,67.0
22729,144.0,86.0,58.0,47.0,20.0,27.0
22730,,,,145.0,79.0,66.0
22731,144.0,74.0,70.0,,,
22732,144.0,56.0,88.0,144.0,85.0,59.0
22733,,,,144.0,73.0,71.0
22734,,,,144.0,90.0,54.0
22735,144.0,76.0,68.0,,,
22736,,,,144.0,67.0,77.0
22737,144.0,69.0,75.0,144.0,66.0,78.0
22738,144.0,86.0,58.0,47.0,20.0,27.0
22739,,,,144.0,65.0,79.0
22740,144.0,70.0,74.0,144.0,100.0,44.0
22741,144.0,56.0,88.0,113.0,57.0,56.0
22742,,,,145.0,79.0,66.0
22743,144.0,74.0,70.0,,,
22744,144.0,56.0,88.0,144.0,85.0,59.0
22745,144.0,73.0,71.0,144.0,58.0,86.0
22746,144.0,73.0,71.0,144.0,58.0,86.0
22747,144.0,77.0,67.0,144.0,67.0,77.0
22748,144.0,76.0,68.0,,,
22749,,,,144.0,70.0,74.0
22750,144.0,66.0,78.0,144.0,90.0,54.0
22751,,,,144.0,69.0,75.0
22752,144.0,67.0,77.0,,,
22753,144.0,86.0,58.0,47.0,20.0,27.0
22754,,,,144.0,65.0,79.0
22755,144.0,70.0,74.0,144.0,100.0,44.0
22756,144.0,56.0,88.0,113.0,57.0,56.0
22757,,,,145.0,79.0,66.0
22758,144.0,74.0,70.0,,,
22759,144.0,56.0,88.0,144.0,85.0,59.0
22760,144.0,73.0,71.0,144.0,58.0,86.0
22761,144.0,77.0,67.0,144.0,67.0,77.0
22762,144.0,76.0,68.0,,,
22763,,,,144.0,70.0,74.0
22764,144.0,66.0,78.0,144.0,90.0,54.0
22765,,,,144.0,69.0,75.0
22766,144.0,67.0,77.0,,,
22767,144.0,86.0,58.0,47.0,20.0,27.0
22768,,,,144.0,65.0,79.0
22769,144.0,70.0,74.0,144.0,100.0,44.0
22770,144.0,56.0,88.0,113.0,57.0,56.0
22771,,,,145.0,79.0,66.0
22772,144.0,74.0,70.0,,,
22773,144.0,56.0,88.0,144.0,85.0,59.0
22774,144.0,73.0,71.0,144.0,58.0,86.0
22775,144.0,77.0,67.0,144.0,67.0,77.0
22776,144.0,76.0,68.0,,,
22777,,,,144.0,70.0,74.0
22778,144.0,66.0,78.0,144.0,90.0,54.0
22779,,,,144.0,69.0,75.0
22780,144.0,67.0,77.0,,,
22781,162.0,81.0,81.0,163.0,83.0,79.0
22782,162.0,73.0,89.0,163.0,76.0,86.0
22783,,,,162.0,96.0,66.0
22784,86.0,49.0,37.0,,,
22785,162.0,88.0,74.0,162.0,88.0,74.0
22786,162.0,91.0,71.0,31.0,12.0,19.0
22787,162.0,68.0,94.0,,,
22788,162.0,78.0,84.0,162.0,53.0,109.0
22789,161.0,85.0,76.0,162.0,92.0,70.0
22790,163.0,90.0,72.0,163.0,80.0,82.0
22791,162.0,74.0,88.0,163.0,85.0,77.0
22792,162.0,81.0,81.0,163.0,83.0,79.0
22793,162.0,73.0,89.0,163.0,76.0,86.0
22794,,,,162.0,96.0,66.0
22795,86.0,49.0,37.0,,,
22796,162.0,88.0,74.0,162.0,88.0,74.0
22797,162.0,91.0,71.0,31.0,12.0,19.0
22798,162.0,82.0,80.0,,,
22799,164.0,88.0,74.0,161.0,75.0,86.0
22800,162.0,78.0,84.0,162.0,53.0,109.0
22801,162.0,78.0,84.0,161.0,99.0,62.0
22802,161.0,85.0,76.0,162.0,92.0,70.0
22803,162.0,74.0,88.0,163.0,85.0,77.0
22804,162.0,81.0,81.0,163.0,83.0,79.0
22805,162.0,73.0,89.0,163.0,76.0,86.0
22806,,,,162.0,96.0,66.0
22807,86.0,49.0,37.0,,,
22808,162.0,88.0,74.0,162.0,88.0,74.0
22809,162.0,91.0,71.0,31.0,12.0,19.0
22810,162.0,68.0,94.0,,,
22811,162.0,82.0,80.0,,,
22812,164.0,88.0,74.0,161.0,75.0,86.0
22813,162.0,78.0,84.0,162.0,53.0,109.0
22814,162.0,78.0,84.0,161.0,99.0,62.0
22815,162.0,96.0,66.0,163.0,76.0,86.0
22816,162.0,73.0,89.0,162.0,81.0,81.0
22817,,,,162.0,88.0,74.0
22818,86.0,49.0,37.0,,,
22819,162.0,88.0,74.0,163.0,83.0,79.0
22820,162.0,91.0,71.0,,,
22821,162.0,68.0,94.0,31.0,12.0,19.0
22822,162.0,82.0,80.0,161.0,99.0,62.0
22823,163.0,85.0,77.0,162.0,53.0,109.0
22824,162.0,78.0,84.0,161.0,75.0,86.0
22825,162.0,78.0,84.0,162.0,92.0,70.0
22826,161.0,85.0,76.0,,,
22827,163.0,90.0,72.0,164.0,88.0,74.0
22828,162.0,74.0,88.0,163.0,80.0,82.0
22829,162.0,73.0,89.0,162.0,81.0,81.0
22830,,,,162.0,88.0,74.0
22831,86.0,49.0,37.0,,,
22832,162.0,88.0,74.0,163.0,83.0,79.0
22833,162.0,91.0,71.0,,,
22834,162.0,68.0,94.0,31.0,12.0,19.0
22835,162.0,82.0,80.0,161.0,99.0,62.0
22836,163.0,85.0,77.0,162.0,53.0,109.0
22837,162.0,78.0,84.0,161.0,75.0,86.0
22838,162.0,78.0,84.0,162.0,92.0,70.0
22839,161.0,85.0,76.0,,,
22840,163.0,90.0,72.0,164.0,88.0,74.0
22841,162.0,74.0,88.0,163.0,80.0,82.0
22842,162.0,96.0,66.0,163.0,76.0,86.0
22843,162.0,73.0,89.0,162.0,81.0,81.0
22844,,,,162.0,88.0,74.0
22845,86.0,49.0,37.0,,,
22846,162.0,88.0,74.0,163.0,83.0,79.0
22847,162.0,91.0,71.0,,,
22848,162.0,68.0,94.0,31.0,12.0,19.0
22849,162.0,82.0,80.0,161.0,99.0,62.0
22850,163.0,85.0,77.0,162.0,53.0,109.0
22851,162.0,78.0,84.0,161.0,75.0,86.0
22852,162.0,78.0,84.0,162.0,92.0,70.0
22853,161.0,85.0,76.0,,,
22854,163.0,90.0,72.0,164.0,88.0,74.0
22855,162.0,74.0,88.0,163.0,80.0,82.0
22856,163.0,83.0,79.0,162.0,81.0,81.0
22857,86.0,49.0,37.0,31.0,12.0,19.0
22858,162.0,91.0,71.0,,,
22859,162.0,68.0,94.0,,,
22860,162.0,82.0,80.0,162.0,92.0,70.0
22861,162.0,53.0,109.0,162.0,78.0,84.0
22862,161.0,75.0,86.0,164.0,88.0,74.0
22863,163.0,80.0,82.0,163.0,90.0,72.0
22864,162.0,78.0,84.0,,,
22865,161.0,85.0,76.0,161.0,99.0,62.0
22866,162.0,96.0,66.0,,,
22867,163.0,76.0,86.0,162.0,73.0,89.0
22868,86.0,49.0,37.0,31.0,12.0,19.0
22869,162.0,91.0,71.0,,,
22870,162.0,68.0,94.0,,,
22871,162.0,88.0,74.0,162.0,88.0,74.0
22872,162.0,82.0,80.0,162.0,92.0,70.0
22873,162.0,78.0,84.0,,,
22874,161.0,85.0,76.0,161.0,99.0,62.0
22875,162.0,96.0,66.0,,,
22876,163.0,83.0,79.0,162.0,81.0,81.0
22877,86.0,49.0,37.0,31.0,12.0,19.0
22878,162.0,91.0,71.0,,,
22879,162.0,68.0,94.0,,,
22880,162.0,82.0,80.0,162.0,92.0,70.0
22881,163.0,85.0,77.0,162.0,74.0,88.0
22882,162.0,53.0,109.0,162.0,78.0,84.0
22883,161.0,75.0,86.0,164.0,88.0,74.0
22884,162.0,78.0,84.0,,,
22885,161.0,85.0,76.0,161.0,99.0,62.0
22886,162.0,96.0,66.0,,,
22887,163.0,76.0,86.0,162.0,73.0,89.0
22888,163.0,85.0,77.0,162.0,74.0,88.0
22889,162.0,53.0,109.0,162.0,78.0,84.0
22890,163.0,80.0,82.0,163.0,90.0,72.0
22891,162.0,81.0,81.0,162.0,73.0,89.0
22892,,,,162.0,91.0,71.0
22893,,,,86.0,49.0,37.0
22894,162.0,88.0,74.0,,,
22895,164.0,88.0,74.0,163.0,90.0,72.0
22896,,,,161.0,85.0,76.0
22897,161.0,99.0,62.0,162.0,82.0,80.0
22898,162.0,53.0,109.0,163.0,85.0,77.0
22899,162.0,92.0,70.0,162.0,78.0,84.0
22900,163.0,76.0,86.0,162.0,96.0,66.0
22901,162.0,81.0,81.0,162.0,73.0,89.0
22902,163.0,83.0,79.0,162.0,88.0,74.0
22903,162.0,88.0,74.0,,,
22904,,,,161.0,85.0,76.0
22905,161.0,75.0,86.0,162.0,78.0,84.0
22906,163.0,76.0,86.0,162.0,96.0,66.0
22907,162.0,81.0,81.0,162.0,73.0,89.0
22908,163.0,83.0,79.0,162.0,88.0,74.0
22909,31.0,12.0,19.0,162.0,68.0,94.0
22910,31.0,12.0,19.0,162.0,68.0,94.0
22911,,,,162.0,91.0,71.0
22912,,,,86.0,49.0,37.0
22913,162.0,88.0,74.0,,,
22914,164.0,88.0,74.0,163.0,90.0,72.0
22915,,,,161.0,85.0,76.0
22916,161.0,99.0,62.0,162.0,82.0,80.0
22917,162.0,53.0,109.0,163.0,85.0,77.0
22918,162.0,53.0,109.0,163.0,85.0,77.0
22919,161.0,75.0,86.0,162.0,78.0,84.0
22920,163.0,80.0,82.0,162.0,74.0,88.0
22921,162.0,92.0,70.0,162.0,78.0,84.0
22922,162.0,92.0,70.0,162.0,78.0,84.0
22923,162.0,96.0,66.0,162.0,81.0,81.0
22924,163.0,83.0,79.0,162.0,88.0,74.0
22925,31.0,12.0,19.0,162.0,68.0,94.0
22926,162.0,88.0,74.0,,,
22927,164.0,88.0,74.0,162.0,78.0,84.0
22928,,,,162.0,78.0,84.0
22929,161.0,99.0,62.0,161.0,85.0,76.0
22930,163.0,80.0,82.0,162.0,53.0,109.0
22931,162.0,92.0,70.0,162.0,82.0,80.0
22932,163.0,90.0,72.0,163.0,85.0,77.0
22933,162.0,74.0,88.0,161.0,75.0,86.0
22934,162.0,96.0,66.0,162.0,81.0,81.0
22935,163.0,76.0,86.0,163.0,83.0,79.0
22936,162.0,73.0,89.0,162.0,88.0,74.0
22937,,,,162.0,88.0,74.0
22938,31.0,12.0,19.0,86.0,49.0,37.0
22939,,,,162.0,68.0,94.0
22940,,,,162.0,91.0,71.0
22941,164.0,88.0,74.0,162.0,78.0,84.0
22942,,,,162.0,78.0,84.0
22943,161.0,99.0,62.0,161.0,85.0,76.0
22944,163.0,80.0,82.0,162.0,53.0,109.0
22945,162.0,92.0,70.0,162.0,82.0,80.0
22946,163.0,90.0,72.0,163.0,85.0,77.0
22947,162.0,74.0,88.0,161.0,75.0,86.0
22948,162.0,96.0,66.0,162.0,81.0,81.0
22949,163.0,76.0,86.0,163.0,83.0,79.0
22950,162.0,73.0,89.0,162.0,88.0,74.0
22951,,,,162.0,88.0,74.0
22952,31.0,12.0,19.0,86.0,49.0,37.0
22953,,,,162.0,68.0,94.0
22954,,,,162.0,91.0,71.0
22955,,,,161.0,99.0,62.0
22956,163.0,85.0,77.0,164.0,88.0,74.0
22957,162.0,53.0,109.0,161.0,85.0,76.0
22958,161.0,75.0,86.0,163.0,90.0,72.0
22959,163.0,80.0,82.0,162.0,92.0,70.0
22960,162.0,78.0,84.0,162.0,82.0,80.0
22961,162.0,74.0,88.0,162.0,78.0,84.0
22962,162.0,73.0,89.0,162.0,88.0,74.0
22963,,,,162.0,81.0,81.0
22964,,,,161.0,99.0,62.0
22965,163.0,85.0,77.0,164.0,88.0,74.0
22966,162.0,53.0,109.0,161.0,85.0,76.0
22967,161.0,75.0,86.0,163.0,90.0,72.0
22968,163.0,80.0,82.0,162.0,92.0,70.0
22969,162.0,78.0,84.0,162.0,82.0,80.0
22970,162.0,74.0,88.0,162.0,78.0,84.0
22971,163.0,83.0,79.0,162.0,96.0,66.0
22972,86.0,49.0,37.0,,,
22973,,,,162.0,88.0,74.0
22974,,,,162.0,81.0,81.0
22975,162.0,68.0,94.0,162.0,73.0,89.0
22976,163.0,85.0,77.0,162.0,92.0,70.0
22977,161.0,99.0,62.0,163.0,80.0,82.0
22978,162.0,53.0,109.0,162.0,78.0,84.0
22979,161.0,85.0,76.0,162.0,78.0,84.0
22980,163.0,90.0,72.0,162.0,74.0,88.0
22981,163.0,83.0,79.0,162.0,96.0,66.0
22982,86.0,49.0,37.0,,,
22983,31.0,12.0,19.0,163.0,76.0,86.0
22984,,,,162.0,88.0,74.0
22985,,,,162.0,81.0,81.0
22986,162.0,91.0,71.0,162.0,88.0,74.0
22987,162.0,91.0,71.0,162.0,88.0,74.0
22988,162.0,68.0,94.0,162.0,73.0,89.0
22989,163.0,85.0,77.0,162.0,92.0,70.0
22990,161.0,99.0,62.0,163.0,80.0,82.0
22991,162.0,53.0,109.0,162.0,78.0,84.0
22992,161.0,75.0,86.0,162.0,82.0,80.0
22993,161.0,85.0,76.0,162.0,78.0,84.0
22994,163.0,90.0,72.0,162.0,74.0,88.0
22995,163.0,83.0,79.0,162.0,96.0,66.0
22996,86.0,49.0,37.0,,,
22997,31.0,12.0,19.0,163.0,76.0,86.0
22998,31.0,12.0,19.0,163.0,76.0,86.0
22999,,,,162.0,88.0,74.0
23000,,,,162.0,88.0,74.0
23001,,,,162.0,81.0,81.0
23002,162.0,91.0,71.0,162.0,88.0,74.0
23003,162.0,68.0,94.0,162.0,73.0,89.0
23004,,,,164.0,88.0,74.0
23005,163.0,85.0,77.0,162.0,92.0,70.0
23006,161.0,99.0,62.0,163.0,80.0,82.0
23007,162.0,53.0,109.0,162.0,78.0,84.0
23008,161.0,75.0,86.0,162.0,82.0,80.0
23009,161.0,85.0,76.0,162.0,78.0,84.0
23010,163.0,90.0,72.0,162.0,74.0,88.0
23011,31.0,12.0,19.0,163.0,76.0,86.0
23012,,,,,,
23013,162.0,82.0,80.0,162.0,74.0,88.0
23014,,,,164.0,88.0,74.0
23015,163.0,85.0,77.0,162.0,92.0,70.0
23016,161.0,85.0,76.0,161.0,75.0,86.0
23017,163.0,90.0,72.0,162.0,53.0,109.0
23018,163.0,83.0,79.0,162.0,73.0,89.0
23019,86.0,49.0,37.0,162.0,88.0,74.0
23020,162.0,88.0,74.0,163.0,76.0,86.0
23021,31.0,12.0,19.0,162.0,81.0,81.0
23022,162.0,91.0,71.0,,,
23023,162.0,68.0,94.0,162.0,96.0,66.0
23024,162.0,82.0,80.0,162.0,74.0,88.0
23025,164.0,88.0,74.0,163.0,85.0,77.0
23026,161.0,99.0,62.0,,,
23027,162.0,92.0,70.0,163.0,80.0,82.0
23028,162.0,78.0,84.0,162.0,78.0,84.0
23029,161.0,85.0,76.0,161.0,75.0,86.0
23030,163.0,83.0,79.0,162.0,73.0,89.0
23031,86.0,49.0,37.0,162.0,88.0,74.0
23032,162.0,88.0,74.0,163.0,76.0,86.0
23033,31.0,12.0,19.0,162.0,81.0,81.0
23034,,,,,,
23035,162.0,91.0,71.0,,,
23036,162.0,68.0,94.0,162.0,96.0,66.0
23037,162.0,82.0,80.0,162.0,74.0,88.0
23038,164.0,88.0,74.0,163.0,85.0,77.0
23039,161.0,99.0,62.0,,,
23040,162.0,92.0,70.0,163.0,80.0,82.0
23041,162.0,78.0,84.0,162.0,78.0,84.0
23042,161.0,85.0,76.0,161.0,75.0,86.0
23043,163.0,90.0,72.0,162.0,53.0,109.0
23044,163.0,76.0,86.0,,,
23045,164.0,88.0,74.0,,,
23046,163.0,80.0,82.0,161.0,99.0,62.0
23047,162.0,78.0,84.0,162.0,78.0,84.0
23048,163.0,90.0,72.0,162.0,53.0,109.0
23049,162.0,96.0,66.0,162.0,91.0,71.0
23050,163.0,76.0,86.0,,,
23051,162.0,81.0,81.0,,,
23052,162.0,73.0,89.0,86.0,49.0,37.0
23053,,,,162.0,68.0,94.0
23054,162.0,88.0,74.0,31.0,12.0,19.0
23055,162.0,88.0,74.0,163.0,83.0,79.0
23056,162.0,82.0,80.0,162.0,53.0,109.0
23057,164.0,88.0,74.0,,,
23058,163.0,80.0,82.0,161.0,99.0,62.0
23059,162.0,78.0,84.0,163.0,90.0,72.0
23060,162.0,92.0,70.0,163.0,85.0,77.0
23061,162.0,78.0,84.0,161.0,75.0,86.0
23062,162.0,74.0,88.0,161.0,85.0,76.0
23063,162.0,96.0,66.0,162.0,91.0,71.0
23064,163.0,76.0,86.0,,,
23065,162.0,81.0,81.0,,,
23066,162.0,73.0,89.0,86.0,49.0,37.0
23067,,,,162.0,68.0,94.0
23068,162.0,88.0,74.0,31.0,12.0,19.0
23069,162.0,88.0,74.0,163.0,83.0,79.0
23070,162.0,82.0,80.0,162.0,53.0,109.0
23071,164.0,88.0,74.0,,,
23072,163.0,80.0,82.0,161.0,99.0,62.0
23073,162.0,78.0,84.0,163.0,90.0,72.0
23074,162.0,92.0,70.0,163.0,85.0,77.0
23075,162.0,78.0,84.0,161.0,75.0,86.0
23076,162.0,74.0,88.0,161.0,85.0,76.0
23077,162.0,96.0,66.0,162.0,91.0,71.0
23078,163.0,76.0,86.0,,,
23079,162.0,73.0,89.0,86.0,49.0,37.0
23080,,,,162.0,68.0,94.0
23081,162.0,88.0,74.0,31.0,12.0,19.0
23082,162.0,88.0,74.0,163.0,83.0,79.0
23083,162.0,82.0,80.0,162.0,53.0,109.0
23084,164.0,88.0,74.0,,,
23085,163.0,80.0,82.0,161.0,99.0,62.0
23086,162.0,78.0,84.0,163.0,90.0,72.0
23087,162.0,92.0,70.0,163.0,85.0,77.0
23088,162.0,78.0,84.0,161.0,75.0,86.0
23089,162.0,74.0,88.0,161.0,85.0,76.0
23090,162.0,96.0,66.0,86.0,49.0,37.0
23091,163.0,76.0,86.0,162.0,88.0,74.0
23092,162.0,81.0,81.0,31.0,12.0,19.0
23093,162.0,73.0,89.0,162.0,91.0,71.0
23094,,,,163.0,83.0,79.0
23095,,,,,,
