playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
housead01,2018,1,MIL,NL,P,7,0,41,2,0,0,0,,,,,
howarsa01,2018,1,COL,NL,P,4,0,12,0,1,0,1,,,,,
hoytja01,2018,1,HOU,AL,P,1,0,1,0,0,0,0,,,,,
huch02,2018,1,TBA,AL,P,5,0,39,0,0,0,0,,,,,
hudsoda01,2018,1,LAN,NL,P,40,1,138,3,1,0,0,,,,,
hudsoda02,2018,1,SLN,NL,P,26,0,82,3,6,1,0,,,,,
hudsojo03,2018,1,LAA,AL,C,8,4,114,39,2,0,0,0,,3,0,
hugheja02,2018,1,CIN,NL,P,72,0,236,15,14,0,1,,,,,
hugheph01,2018,1,MIN,AL,P,7,2,36,0,0,0,0,,,,,
hugheph01,2018,2,SDN,NL,P,16,0,62,0,0,0,0,,,,,
hundlni01,2018,1,SFN,NL,C,83,70,1926,566,27,6,2,6,,48,13,
hunteto02,2018,1,PHI,NL,P,65,0,192,2,7,2,0,,,,,
hutchdr01,2018,1,PHI,NL,P,11,0,64,1,1,1,0,,,,,
hutchdr01,2018,2,TEX,AL,P,5,5,64,1,1,0,1,,,,,
iannech01,2018,1,COL,NL,C,99,83,2260,692,29,4,2,4,,48,8,
iglesjo01,2018,1,DET,AL,SS,122,120,3166,148,316,8,63,,,,,
iglesra01,2018,1,CIN,NL,P,66,0,216,10,9,1,2,,,,,
inciaen01,2018,1,ATL,NL,OF,155,151,4023,380,6,5,3,,,,,
infangr01,2018,1,CHA,AL,P,10,0,27,0,1,0,0,,,,,
jacksau01,2018,1,SFN,NL,OF,41,36,917,73,0,3,0,,,,,
jacksau01,2018,2,NYN,NL,OF,53,47,1303,123,1,1,0,,,,,
jacksed01,2018,1,OAK,AL,P,17,17,276,6,10,2,2,,,,,
jackslu01,2018,1,ATL,NL,P,35,0,122,0,6,1,0,,,,,
jamesjo02,2018,1,HOU,AL,P,6,3,69,0,1,0,0,,,,,
jankotr01,2018,1,SDN,NL,OF,101,78,2278,185,2,2,0,,,,,
janseda01,2018,1,TOR,AL,C,29,23,621,169,13,2,1,0,,28,5,
janseke01,2018,1,LAN,NL,P,69,0,215,1,4,0,1,,,,,
jayjo02,2018,1,KCA,AL,OF,51,51,1371,129,2,0,0,,,,,
jayjo02,2018,2,ARI,NL,OF,67,62,1706,119,4,0,1,,,,,
jeffrje01,2018,1,MIL,NL,P,73,0,230,4,4,0,0,,,,,
jennida01,2018,1,MIL,NL,P,72,1,193,3,10,0,0,,,,,
jepseke01,2018,1,TEX,AL,P,21,0,50,0,3,0,0,,,,,
jerezwi01,2018,1,LAA,AL,P,17,0,45,0,3,0,0,,,,,
jewelja01,2018,1,LAA,AL,P,3,0,6,0,0,0,0,,,,,
jimenjo02,2018,1,DET,AL,P,68,0,188,4,1,1,0,,,,,
johnsbr02,2018,1,BOS,AL,P,38,13,298,1,5,0,0,,,,,
johnsdj01,2018,1,COL,NL,P,7,0,19,1,0,0,0,,,,,
johnsji04,2018,1,LAA,AL,P,62,1,190,3,7,1,1,,,,,
johnspi01,2018,1,SFN,NL,P,37,0,131,1,5,1,0,,,,,
johnssh01,2018,1,LAA,AL,1B,2,0,12,6,0,0,0,,,,,
johnssh01,2018,1,LAA,AL,2B,7,2,90,5,6,0,3,,,,,
jonesad01,2018,1,BAL,AL,OF,139,138,3577,309,5,4,2,,,,,
jonesja07,2018,1,DET,AL,OF,120,117,3031,284,8,1,2,,,,,
jonesna01,2018,1,CHA,AL,P,33,0,90,0,2,0,0,,,,,
jonesry01,2018,1,SFN,NL,1B,2,1,15,1,0,0,0,,,,,
jonesry01,2018,1,SFN,NL,3B,1,1,27,1,0,0,0,,,,,
josepca01,2018,1,BAL,AL,1B,2,0,9,1,1,0,2,,,,,
josepca01,2018,1,BAL,AL,C,81,79,2056,596,41,7,11,5,,40,20,
josepco01,2018,1,BAL,AL,1B,5,2,57,18,0,0,0,,,,,
josepco01,2018,1,BAL,AL,2B,2,0,9,0,0,0,0,,,,,
joycema01,2018,1,OAK,AL,OF,57,40,1163,86,1,1,0,,,,,
judgeaa01,2018,1,NYA,AL,OF,91,89,2393,171,9,3,2,,,,,
junisja01,2018,1,KCA,AL,P,30,30,531,9,14,1,1,,,,,
juradar01,2018,1,TEX,AL,P,12,8,164,3,8,0,0,,,,,
kaczmke01,2018,1,NYN,NL,OF,1,1,18,2,0,0,0,,,,,
kahnlto01,2018,1,NYA,AL,P,24,0,70,1,2,1,0,,,,,
kangju01,2018,1,PIT,NL,3B,1,1,24,1,1,0,0,,,,,
kelake01,2018,1,TEX,AL,P,38,0,110,1,4,0,0,,,,,
kelake01,2018,2,PIT,NL,P,16,0,46,0,2,2,0,,,,,
kellebr01,2018,1,KCA,AL,P,41,20,421,7,19,0,3,,,,,
kellesh01,2018,1,WAS,NL,P,35,0,97,3,1,0,0,,,,,
kellesh01,2018,2,OAK,AL,P,19,0,50,1,1,0,0,,,,,
kellyca01,2018,1,SFN,NL,P,7,3,71,1,2,1,0,,,,,
kellyca02,2018,1,SLN,NL,C,16,11,300,85,6,0,0,0,,5,0,
kellyjo05,2018,1,BOS,AL,P,73,0,197,3,8,2,0,,,,,
kellyty01,2018,1,NYN,NL,2B,2,0,11,0,0,0,0,,,,,
kellyty01,2018,1,NYN,NL,3B,1,0,16,1,1,0,1,,,,,
kellyty01,2018,1,NYN,NL,OF,1,1,27,1,0,0,0,,,,,
kempma01,2018,1,LAN,NL,OF,120,114,2619,154,5,2,1,,,,,
kempto01,2018,1,HOU,AL,2B,7,1,69,2,6,0,2,,,,,
kempto01,2018,1,HOU,AL,OF,85,74,1901,138,1,0,1,,,,,
kendrho01,2018,1,WAS,NL,1B,2,0,12,3,1,0,0,,,,,
kendrho01,2018,1,WAS,NL,2B,33,32,857,47,62,4,16,,,,,
kendrho01,2018,1,WAS,NL,OF,6,5,120,11,0,1,0,,,,,
kennebr02,2018,1,SDN,NL,P,6,6,80,1,1,0,0,,,,,
kenneia01,2018,1,KCA,AL,P,22,22,359,7,11,1,0,,,,,
keplema01,2018,1,MIN,AL,1B,1,0,1,0,0,0,0,,,,,
keplema01,2018,1,MIN,AL,OF,150,142,3828,327,7,1,2,,,,,
kershcl01,2018,1,LAN,NL,P,26,26,484,1,24,1,1,,,,,
keuchda01,2018,1,HOU,AL,P,34,34,614,14,27,0,1,,,,,
kiebosp01,2018,1,WAS,NL,1B,3,0,15,4,0,0,0,,,,,
kiebosp01,2018,1,WAS,NL,3B,1,0,1,0,0,0,0,,,,,
kiebosp01,2018,1,WAS,NL,C,49,39,1043,297,21,3,2,3,,16,11,
kiekhde01,2018,1,OAK,AL,P,4,0,6,1,0,0,0,,,,,
kiermke01,2018,1,TBA,AL,OF,88,86,2242,232,5,0,1,,,,,
kimbrcr01,2018,1,BOS,AL,P,63,0,187,2,3,0,0,,,,,
kineris01,2018,1,TEX,AL,2B,20,19,511,40,53,2,15,,,,,
kineris01,2018,1,TEX,AL,3B,46,38,1041,23,98,5,8,,,,,
kineris01,2018,1,TEX,AL,C,35,35,916,227,15,1,2,4,,17,8,
kineris01,2018,1,TEX,AL,SS,2,2,51,6,6,1,3,,,,,
kingesc01,2018,1,PHI,NL,2B,4,2,69,4,5,1,1,,,,,
kingesc01,2018,1,PHI,NL,3B,10,8,229,7,13,3,3,,,,,
kingesc01,2018,1,PHI,NL,OF,7,5,148,8,1,0,0,,,,,
kingesc01,2018,1,PHI,NL,P,1,0,4,0,0,0,0,,,,,
kingesc01,2018,1,PHI,NL,SS,119,101,2661,98,251,9,45,,,,,
kinghni01,2018,1,PIT,NL,P,18,15,228,6,4,4,0,,,,,
kinlety01,2018,1,MIN,AL,P,4,0,10,0,1,0,0,,,,,
kinlety01,2018,2,MIA,NL,P,9,0,23,0,1,0,0,,,,,
kinslia01,2018,1,LAA,AL,2B,91,89,2379,154,243,7,73,,,,,
kinslia01,2018,2,BOS,AL,2B,37,35,895,59,67,2,16,,,,,
kintzbr01,2018,1,WAS,NL,P,45,0,128,4,10,0,2,,,,,
kintzbr01,2018,2,CHN,NL,P,25,0,54,1,2,0,0,,,,,
kipnija01,2018,1,CLE,AL,2B,131,129,3401,175,308,9,68,,,,,
kipnija01,2018,1,CLE,AL,OF,14,14,306,16,0,0,0,,,,,
kittran01,2018,1,TBA,AL,P,33,3,115,0,2,0,0,,,,,
kivlepa01,2018,1,ARI,NL,OF,4,2,62,2,0,0,0,,,,,
klubeco01,2018,1,CLE,AL,P,33,33,645,19,13,0,0,,,,,
knappan01,2018,1,PHI,NL,1B,1,0,6,2,0,0,0,,,,,
knappan01,2018,1,PHI,NL,C,53,42,1178,404,21,8,2,6,,32,7,
knebeco01,2018,1,MIL,NL,P,57,0,166,5,3,0,0,,,,,
kochma01,2018,1,ARI,NL,P,19,13,260,7,8,0,1,,,,,
kolarad01,2018,1,TBA,AL,P,31,0,103,6,5,1,1,,,,,
kontoge01,2018,1,PIT,NL,P,21,0,59,3,1,0,1,,,,,
kontoge01,2018,2,CLE,AL,P,6,0,16,0,1,0,0,,,,,
kontoge01,2018,3,NYA,AL,P,1,0,5,0,0,0,0,,,,,
kopecmi01,2018,1,CHA,AL,P,4,4,43,1,1,0,0,,,,,
kozmape01,2018,1,DET,AL,2B,4,2,57,8,7,0,6,,,,,
kozmape01,2018,1,DET,AL,3B,6,6,162,4,12,0,0,,,,,
kozmape01,2018,1,DET,AL,SS,15,12,315,18,35,0,7,,,,,
krameke01,2018,1,PIT,NL,2B,4,4,99,7,7,1,3,,,,,
krameke01,2018,1,PIT,NL,3B,7,3,99,4,8,0,1,,,,,
kratzer01,2018,1,MIL,NL,1B,1,0,0,0,0,0,0,,,,,
kratzer01,2018,1,MIL,NL,C,61,54,1475,508,23,3,3,4,,31,13,
kratzer01,2018,1,MIL,NL,P,3,0,9,0,1,0,1,,,,,
krehbjo01,2018,1,ARI,NL,P,2,0,9,0,0,0,0,,,,,
krolia01,2018,1,LAA,AL,P,1,0,6,0,0,0,0,,,,,
kuhlch01,2018,1,PIT,NL,P,16,16,255,4,11,1,0,,,,,
lagarju01,2018,1,NYN,NL,OF,20,13,385,34,2,0,0,,,,,
lamarry01,2018,1,MIN,AL,OF,38,29,783,63,0,0,0,,,,,
lamarry01,2018,1,MIN,AL,P,1,0,2,0,0,0,0,,,,,
lamarry01,2018,2,CHA,AL,OF,29,18,517,36,4,2,1,,,,,
lambja01,2018,1,ARI,NL,3B,52,52,1393,32,93,3,8,,,,,
lambjo02,2018,1,LAA,AL,P,3,3,30,1,1,0,0,,,,,
lasteto01,2018,1,CHN,NL,2B,15,10,230,12,19,1,3,,,,,
lasteto01,2018,1,CHN,NL,3B,26,12,385,3,24,3,4,,,,,
lasteto01,2018,1,CHN,NL,P,1,0,4,0,0,0,0,,,,,
lauerer01,2018,1,SDN,NL,P,23,23,336,1,21,0,0,,,,,
laurera01,2018,1,OAK,AL,OF,47,42,1157,103,9,1,1,,,,,
lawde01,2018,1,SFN,NL,P,7,0,40,1,1,0,0,,,,,
lawreca01,2018,1,SEA,AL,P,11,0,70,1,3,0,1,,,,,
leakemi01,2018,1,SEA,AL,P,31,31,557,20,17,3,4,,,,,
leblawa01,2018,1,SEA,AL,P,32,27,486,7,13,0,1,,,,,
leclejo01,2018,1,TEX,AL,P,59,0,173,3,4,2,0,,,,,
leebr01,2018,1,MIA,NL,OF,6,3,99,7,0,0,0,,,,,
leitema02,2018,1,PHI,NL,P,12,0,50,2,1,0,0,,,,,
leitema02,2018,2,TOR,AL,P,8,0,20,0,1,0,0,,,,,
lemahdj01,2018,1,COL,NL,2B,128,127,3345,209,378,4,90,,,,,
leonedo01,2018,1,SLN,NL,P,29,0,72,2,3,1,0,,,,,
leonsa01,2018,1,BOS,AL,C,87,78,2057,776,37,1,4,13,,26,9,
lestejo01,2018,1,CHN,NL,P,32,32,545,9,14,0,0,,,,,
lewicar01,2018,1,DET,AL,P,13,3,116,2,3,0,0,,,,,
liberad01,2018,1,LAN,NL,P,17,0,39,1,4,0,0,,,,,
lindofr01,2018,1,CLE,AL,SS,157,157,4159,189,383,14,82,,,,,
lintz01,2018,1,BOS,AL,2B,4,2,68,8,4,0,3,,,,,
lintz01,2018,1,BOS,AL,3B,1,1,30,0,4,0,0,,,,,
lintz01,2018,1,BOS,AL,OF,6,1,58,1,0,1,0,,,,,
lintz01,2018,1,BOS,AL,SS,23,9,367,18,37,3,8,,,,,
liriafr01,2018,1,DET,AL,P,27,26,401,2,19,0,0,,,,,
litteza01,2018,1,MIN,AL,P,8,2,61,0,6,0,0,,,,,
livelbe01,2018,1,PHI,NL,P,5,5,71,1,3,0,0,,,,,
livelbe01,2018,2,KCA,AL,P,5,0,20,0,0,0,0,,,,,
loaisjo01,2018,1,NYA,AL,P,9,4,74,2,2,0,2,,,,,
lobatjo01,2018,1,NYN,NL,C,18,14,390,133,8,1,0,0,,12,3,
locasti01,2018,1,LAN,NL,OF,5,3,72,7,0,0,0,,,,,
lockean01,2018,1,SDN,NL,P,4,3,45,4,4,0,0,,,,,
loganbo02,2018,1,MIL,NL,P,16,0,32,0,0,0,0,,,,,
longoev01,2018,1,SFN,NL,3B,123,120,3153,72,213,15,25,,,,,
lopezjo02,2018,1,MIL,NL,P,10,0,59,1,8,0,2,,,,,
lopezjo02,2018,2,KCA,AL,P,7,7,102,0,2,0,0,,,,,
lopezpa01,2018,1,MIA,NL,P,10,10,176,4,7,1,2,,,,,
lopezra02,2018,1,SDN,NL,1B,1,0,3,1,0,0,1,,,,,
lopezra02,2018,1,SDN,NL,3B,1,0,3,0,0,0,0,,,,,
lopezra02,2018,1,SDN,NL,C,30,30,808,254,20,1,2,1,,10,3,
lopezre01,2018,1,CHA,AL,P,32,32,566,11,17,0,1,,,,,
lopezyo01,2018,1,ARI,NL,P,10,0,27,1,1,0,0,,,,,
lorenmi01,2018,1,CIN,NL,OF,1,0,3,0,0,0,0,,,,,
lorenmi01,2018,1,CIN,NL,P,45,3,243,8,12,1,1,,,,,
loupaa01,2018,1,TOR,AL,P,50,0,107,1,6,1,1,,,,,
loupaa01,2018,2,PHI,NL,P,9,0,12,0,1,0,0,,,,,
lowebr01,2018,1,TBA,AL,2B,28,24,657,47,57,1,19,,,,,
lowebr01,2018,1,TBA,AL,OF,15,12,309,16,0,0,0,,,,,
lowrije01,2018,1,OAK,AL,2B,136,133,3532,194,336,4,73,,,,,
lowrije01,2018,1,OAK,AL,3B,14,14,375,10,22,0,1,,,,,
lucasjo02,2018,1,OAK,AL,P,8,1,43,1,2,0,0,,,,,
lucchjo01,2018,1,SDN,NL,P,26,26,390,2,28,2,3,,,,,
lucrojo01,2018,1,OAK,AL,C,125,119,3199,857,83,10,3,10,,72,31,
lugoda01,2018,1,DET,AL,2B,27,26,678,37,44,3,6,,,,,
lugose01,2018,1,NYN,NL,P,54,5,304,10,8,1,0,,,,,
luplojo01,2018,1,PIT,NL,OF,29,21,605,51,4,1,0,,,,,
lylesjo01,2018,1,SDN,NL,P,24,9,214,6,7,1,0,,,,,
lylesjo01,2018,2,MIL,NL,P,11,0,49,0,0,0,0,,,,,
lynnla01,2018,1,MIN,AL,P,20,20,307,6,4,1,0,,,,,
lynnla01,2018,2,NYA,AL,P,11,9,163,3,2,2,0,,,,,
lyonsty01,2018,1,SLN,NL,P,27,0,50,0,3,0,0,,,,,
machadi01,2018,1,DET,AL,2B,64,61,1633,119,157,5,45,,,,,
machama01,2018,1,BAL,AL,SS,96,96,2511,141,247,8,54,,,,,
machama01,2018,2,LAN,NL,3B,16,16,429,13,40,1,2,,,,,
machama01,2018,2,LAN,NL,SS,51,49,1273,53,110,4,19,,,,,
madsory01,2018,1,WAS,NL,P,49,0,133,0,3,0,0,,,,,
madsory01,2018,2,LAN,NL,P,9,0,25,0,1,0,0,,,,,
maedake01,2018,1,LAN,NL,P,39,20,376,4,18,1,1,,,,,
magilma01,2018,1,MIN,AL,P,40,0,170,2,4,0,0,,,,,
mahlety01,2018,1,CIN,NL,P,23,23,336,3,9,1,1,,,,,
mahtomi01,2018,1,DET,AL,OF,61,57,1540,120,3,3,2,,,,,
mailelu01,2018,1,TOR,AL,C,66,58,1580,485,43,6,5,4,,37,16,
makitka01,2018,1,SDN,NL,P,27,0,105,3,4,0,0,,,,,
maldoma01,2018,1,LAA,AL,C,77,77,2019,674,33,4,4,10,,15,12,
maldoma01,2018,2,HOU,AL,C,40,34,884,347,21,0,1,3,,3,5,
manaese01,2018,1,OAK,AL,P,27,27,482,7,10,1,0,,,,,
mancitr01,2018,1,BAL,AL,1B,47,40,1089,331,27,3,34,,,,,
mancitr01,2018,1,BAL,AL,OF,98,94,2314,185,8,1,1,,,,,
mannbr01,2018,1,TEX,AL,P,7,0,25,0,1,0,0,,,,,
mapledi01,2018,1,CHN,NL,P,9,0,16,1,0,0,0,,,,,
margoma01,2018,1,SDN,NL,OF,136,123,3333,286,2,3,0,,,,,
marinjh01,2018,1,BAL,AL,P,8,0,24,0,1,1,0,,,,,
marisja01,2018,1,HOU,AL,OF,98,57,1784,141,1,1,1,,,,,
marjami01,2018,1,SEA,AL,C,10,8,216,61,4,1,0,0,,3,0,
markani01,2018,1,ATL,NL,OF,160,160,4228,313,9,2,0,,,,,
marquge01,2018,1,COL,NL,P,33,33,588,13,18,2,3,,,,,
marrede01,2018,1,ARI,NL,2B,5,0,32,6,4,0,2,,,,,
marrede01,2018,1,ARI,NL,3B,33,21,566,18,43,1,7,,,,,
marshev01,2018,1,CLE,AL,P,10,0,21,0,0,0,0,,,,,
marteje01,2018,1,LAA,AL,1B,71,42,1199,335,33,3,35,,,,,
marteje01,2018,1,LAA,AL,3B,10,8,189,5,8,1,1,,,,,
marteje01,2018,1,LAA,AL,OF,2,0,18,1,0,0,0,,,,,
marteke01,2018,1,ARI,NL,2B,131,105,2969,190,299,5,83,,,,,
marteke01,2018,1,ARI,NL,SS,28,27,667,21,78,3,15,,,,,
martest01,2018,1,PIT,NL,OF,139,137,3589,338,11,3,3,,,,,
martica04,2018,1,SLN,NL,P,33,18,356,8,19,3,3,,,,,
martich02,2018,1,TEX,AL,P,46,0,125,1,3,1,0,,,,,
martijd02,2018,1,BOS,AL,OF,57,57,1479,116,3,0,1,,,,,
martijo08,2018,1,SLN,NL,1B,84,84,2026,608,31,7,57,,,,,
martijo08,2018,1,SLN,NL,OF,46,42,1006,61,3,0,1,,,,,
martile01,2018,1,DET,AL,OF,74,73,1915,228,9,2,1,,,,,
martile01,2018,2,CLE,AL,OF,6,4,123,10,0,0,0,,,,,
martini02,2018,1,OAK,AL,OF,50,37,993,83,1,2,0,,,,,
martiru01,2018,1,TOR,AL,3B,21,16,441,11,36,2,2,,,,,
martiru01,2018,1,TOR,AL,C,71,71,1860,591,38,5,4,3,,58,16,
martiru01,2018,1,TOR,AL,OF,1,1,24,2,0,0,0,,,,,
martiru01,2018,1,TOR,AL,SS,3,1,30,1,1,0,0,,,,,
martivi01,2018,1,DET,AL,1B,1,1,3,1,0,0,0,,,,,
mathije01,2018,1,ARI,NL,2B,1,0,9,1,0,0,0,,,,,
mathije01,2018,1,ARI,NL,C,63,61,1571,516,57,1,1,1,,16,9,
mathije01,2018,1,ARI,NL,P,1,0,3,0,0,0,0,,,,,
matonph01,2018,1,SDN,NL,P,45,0,142,2,3,0,0,,,,,
matzst01,2018,1,NYN,NL,P,30,30,462,2,25,3,2,,,,,
mauerjo01,2018,1,MIN,AL,1B,90,85,2261,633,61,3,56,,,,,
mauerjo01,2018,1,MIN,AL,C,1,0,0,0,0,0,0,0,,0,0,
mauerjo01,2018,1,MIN,AL,OF,1,0,1,0,0,0,0,,,,,
maurebr01,2018,1,KCA,AL,P,37,0,94,4,2,0,1,,,,,
maxwebr01,2018,1,OAK,AL,C,16,16,423,126,12,0,0,1,,12,7,
maybica01,2018,1,MIA,NL,OF,82,58,1730,154,1,2,1,,,,,
maybica01,2018,2,SEA,AL,OF,30,24,647,60,0,0,0,,,,,
mayermi01,2018,1,SLN,NL,P,50,0,155,6,8,0,0,,,,,
maytr01,2018,1,MIN,AL,P,24,1,76,1,2,2,0,,,,,
mayzati01,2018,1,TOR,AL,P,37,0,107,1,5,0,0,,,,,
mazarno01,2018,1,TEX,AL,OF,115,114,2979,216,7,2,0,,,,,
mazzoco01,2018,1,CHN,NL,P,8,0,26,0,2,0,0,,,,,
mcallza01,2018,1,CLE,AL,P,41,0,125,3,3,1,0,,,,,
mcallza01,2018,2,DET,AL,P,3,0,10,0,0,0,0,,,,,
mccanbr01,2018,1,HOU,AL,C,62,55,1461,569,27,3,1,3,,19,9,
mccanja02,2018,1,DET,AL,C,114,112,2962,847,50,5,10,5,,47,27,
mccarbr01,2018,1,ATL,NL,P,15,15,236,4,18,1,4,,,,,
mccarke01,2018,1,KCA,AL,P,65,0,216,3,9,2,0,,,,,
mccread01,2018,1,ATL,NL,P,1,0,3,0,0,0,0,,,,,
mcculla02,2018,1,HOU,AL,P,25,22,385,20,14,1,0,,,,,
mccutan01,2018,1,SFN,NL,OF,128,127,3377,245,8,2,1,,,,,
mccutan01,2018,2,NYA,AL,OF,24,24,624,34,0,0,0,,,,,
mcfartj01,2018,1,ARI,NL,P,47,0,216,4,16,2,0,,,,,
mcgeeja01,2018,1,COL,NL,P,61,0,154,3,5,1,0,,,,,
mcgowky01,2018,1,WAS,NL,P,5,1,23,0,1,0,0,,,,,
mcgraky01,2018,1,SDN,NL,P,4,0,12,0,1,0,0,,,,,
mcguide02,2018,1,TOR,AL,P,4,0,25,0,0,0,0,,,,,
mcguide02,2018,2,LAA,AL,P,17,4,89,4,2,1,1,,,,,
mcguire01,2018,1,TOR,AL,C,11,10,240,72,3,1,0,1,,13,2,
mchugco01,2018,1,HOU,AL,P,58,0,217,3,5,1,0,,,,,
mckinbi01,2018,1,NYA,AL,OF,2,2,28,2,0,0,0,,,,,
mckinbi01,2018,2,TOR,AL,1B,1,0,3,1,0,0,0,,,,,
mckinbi01,2018,2,TOR,AL,OF,34,31,783,62,0,1,0,,,,,
mcmahry01,2018,1,COL,NL,1B,31,21,592,179,9,1,17,,,,,
mcmahry01,2018,1,COL,NL,2B,10,8,214,14,27,0,6,,,,,
mcmahry01,2018,1,COL,NL,3B,17,8,267,7,18,0,4,,,,,
mcneije01,2018,1,NYN,NL,2B,54,52,1382,96,123,2,29,,,,,
mcneije01,2018,1,NYN,NL,3B,4,1,48,2,5,1,2,,,,,
mcraeal01,2018,1,PIT,NL,P,2,0,19,0,2,0,0,,,,,
meadoau01,2018,1,PIT,NL,OF,39,35,944,75,0,2,0,,,,,
meadoau01,2018,2,TBA,AL,OF,8,4,134,6,1,0,0,,,,,
meansjo01,2018,1,BAL,AL,P,1,0,10,0,0,0,0,,,,,
medlekr01,2018,1,ARI,NL,P,1,1,12,0,0,0,0,,,,,
meisiry01,2018,1,BAL,AL,P,18,1,63,1,2,0,0,,,,,
mejiaad01,2018,1,MIN,AL,P,5,4,67,3,4,0,0,,,,,
mejiafr01,2018,2,SDN,NL,C,10,10,278,103,4,0,0,4,,3,1,
melanma01,2018,1,SFN,NL,P,41,0,117,2,4,0,1,,,,,
mellake01,2018,1,CIN,NL,P,4,0,28,1,2,0,0,,,,,
mendeyo01,2018,1,TEX,AL,P,8,5,83,0,5,1,0,,,,,
mengdda01,2018,1,OAK,AL,P,22,17,347,8,8,1,0,,,,,
mercejo03,2018,1,PIT,NL,SS,117,116,2987,151,273,10,50,,,,,
merriwh01,2018,1,KCA,AL,1B,5,5,133,38,1,0,4,,,,,
merriwh01,2018,1,KCA,AL,2B,108,107,2801,175,287,6,71,,,,,
merriwh01,2018,1,KCA,AL,OF,39,35,949,98,1,1,0,,,,,
mesorde01,2018,1,CIN,NL,1B,1,0,3,1,0,0,0,,,,,
mesorde01,2018,1,CIN,NL,C,10,10,246,68,2,0,0,0,,7,2,
mesorde01,2018,2,NYN,NL,C,57,56,1453,484,22,1,6,8,,41,11,
meyerbe02,2018,1,MIA,NL,P,13,0,57,2,3,0,1,,,,,
middlke01,2018,1,LAA,AL,P,16,0,53,1,0,0,0,,,,,
mikolmi01,2018,1,SLN,NL,P,32,32,602,19,30,2,3,,,,,
mileywa01,2018,1,MIL,NL,P,16,16,242,5,11,1,1,,,,,
millean01,2018,1,CLE,AL,P,37,0,102,0,3,0,0,,,,,
millebr02,2018,1,TBA,AL,1B,35,34,907,303,8,3,22,,,,,
millebr02,2018,1,TBA,AL,2B,6,2,75,5,7,0,0,,,,,
millebr02,2018,2,MIL,NL,1B,1,0,18,4,0,0,0,,,,,
millebr02,2018,2,MIL,NL,2B,15,13,321,26,31,1,9,,,,,
millebr02,2018,2,MIL,NL,SS,6,5,102,6,4,3,1,,,,,
milleju02,2018,1,WAS,NL,P,51,0,157,1,5,1,0,,,,,
millesh01,2018,1,ARI,NL,P,5,4,48,1,2,0,0,,,,,
millsal02,2018,1,CHN,NL,P,7,2,54,1,0,0,0,,,,,
milneho01,2018,1,PHI,NL,P,10,0,14,1,0,0,0,,,,,
milneho01,2018,2,TBA,AL,P,4,0,8,0,0,0,0,,,,,
milonto01,2018,1,WAS,NL,P,5,4,79,0,2,0,0,,,,,
minayju01,2018,1,CHA,AL,P,52,0,140,4,2,3,0,,,,,
minormi01,2018,1,TEX,AL,P,28,28,471,5,18,2,0,,,,,
minteaj01,2018,1,ATL,NL,P,65,0,184,0,3,0,1,,,,,
miranar01,2018,1,SEA,AL,P,1,1,15,0,0,0,0,,,,,
mitchbr01,2018,1,SDN,NL,P,16,11,219,6,7,1,0,,,,,
molinya01,2018,1,SLN,NL,1B,5,0,36,9,2,1,3,,,,,
molinya01,2018,1,SLN,NL,C,121,120,3053,966,42,2,8,4,,27,12,
moncayo01,2018,1,CHA,AL,2B,149,148,3883,213,335,21,80,,,,,
mondera02,2018,1,KCA,AL,2B,12,11,294,19,30,0,8,,,,,
mondera02,2018,1,KCA,AL,SS,61,58,1556,100,169,7,36,,,,,
montafr01,2018,1,OAK,AL,P,13,11,195,0,5,0,0,,,,,
montemi01,2018,1,WAS,NL,C,4,3,81,28,0,0,0,1,,1,0,
montgjo01,2018,1,NYA,AL,P,6,6,82,0,1,0,0,,,,,
montgmi01,2018,1,CHN,NL,P,38,19,372,16,22,1,1,,,,,
mooread01,2018,1,TBA,AL,C,8,5,153,51,8,0,1,0,,8,3,
moorema02,2018,1,TEX,AL,P,39,12,306,2,11,1,1,,,,,
moralke01,2018,1,TOR,AL,1B,18,17,396,116,9,1,13,,,,,
moralke01,2018,1,TOR,AL,3B,1,0,3,0,0,0,0,,,,,
moralke01,2018,1,TOR,AL,P,1,0,3,0,0,0,0,,,,,
moralos01,2018,1,LAA,AL,P,1,0,1,0,0,0,0,,,,,
moranco01,2018,1,PIT,NL,3B,116,107,2804,64,188,10,15,,,,,
morelmi01,2018,1,BOS,AL,1B,116,103,2797,739,68,2,52,,,,,
morgaad01,2018,1,PHI,NL,P,67,0,148,4,9,0,1,,,,,
morinmi01,2018,1,SEA,AL,P,3,0,12,0,0,0,0,,,,,
morofma01,2018,1,PIT,NL,2B,17,8,282,18,21,1,6,,,,,
morofma01,2018,1,PIT,NL,SS,6,3,103,4,10,0,3,,,,,
moronre01,2018,1,SFN,NL,P,69,0,195,4,3,0,0,,,,,
morriak01,2018,1,LAA,AL,P,9,0,42,1,4,0,0,,,,,
morrilo01,2018,1,MIN,AL,1B,50,47,1259,380,24,3,31,,,,,
morrilo01,2018,1,MIN,AL,OF,2,0,9,0,0,0,0,,,,,
morrobr01,2018,1,CHN,NL,P,35,0,92,7,4,0,0,,,,,
mortoch02,2018,1,HOU,AL,P,30,30,501,2,12,0,1,,,,,
motteta01,2018,1,SEA,AL,1B,5,4,102,20,0,0,2,,,,,
