playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
polangr01,2017,1,PIT,NL,OF,96,95,2471,163,6,2,3,,,,,
polanjo01,2017,1,MIN,AL,SS,130,127,3359,154,335,18,70,,,,,
polloaj01,2017,1,ARI,NL,OF,109,99,2620,213,6,1,2,,,,,
pomerdr01,2017,1,BOS,AL,P,32,32,521,2,15,3,4,,,,,
porceri01,2017,1,BOS,AL,P,33,33,610,10,17,3,2,,,,,
poseybu01,2017,1,SFN,NL,1B,38,30,776,223,25,2,19,,,,,
poseybu01,2017,1,SFN,NL,C,99,96,2479,724,52,4,2,1,,36,22,
poundbr01,2017,1,LAA,AL,P,11,0,31,0,0,0,0,,,,,
povsema01,2017,1,SEA,AL,P,3,0,11,0,0,0,0,,,,,
powelbo02,2017,1,SEA,AL,OF,8,4,135,14,0,0,0,,,,,
powelbo02,2017,2,OAK,AL,OF,28,22,592,62,2,1,0,,,,,
pradoma01,2017,1,MIA,NL,3B,34,33,840,22,63,2,6,,,,,
preslal01,2017,1,DET,AL,OF,65,56,1511,107,1,1,0,,,,,
pressry01,2017,1,MIN,AL,P,57,0,184,5,5,0,0,,,,,
priceda01,2017,1,BOS,AL,P,16,11,224,6,6,1,0,,,,,
profaju01,2017,1,TEX,AL,1B,2,0,12,1,0,0,0,,,,,
profaju01,2017,1,TEX,AL,2B,1,0,6,1,3,0,1,,,,,
profaju01,2017,1,TEX,AL,3B,3,2,57,0,6,0,0,,,,,
profaju01,2017,1,TEX,AL,OF,12,12,301,20,1,0,1,,,,,
profaju01,2017,1,TEX,AL,SS,4,4,105,3,14,0,3,,,,,
pruitau01,2017,1,TBA,AL,P,30,8,249,6,6,1,1,,,,,
puellce01,2017,1,LAA,AL,OF,1,1,27,4,0,0,0,,,,,
puellce01,2017,2,TBA,AL,OF,9,7,171,10,1,0,0,,,,,
puigya01,2017,1,LAN,NL,OF,145,135,3605,259,4,1,0,,,,,
pujolal01,2017,1,LAA,AL,1B,6,6,150,38,3,3,6,,,,,
putnaza01,2017,1,CHA,AL,P,7,0,26,0,0,0,0,,,,,
quackke01,2017,1,SDN,NL,P,20,0,79,1,4,0,0,,,,,
quallch01,2017,1,COL,NL,P,19,0,50,0,2,0,0,,,,,
quintjo01,2017,1,CHA,AL,P,18,18,313,4,9,0,1,,,,,
quintjo01,2017,2,CHN,NL,P,14,14,253,2,14,1,1,,,,,
raburry01,2017,1,WAS,NL,OF,22,14,377,15,2,0,0,,,,,
ramirca01,2017,1,TOR,AL,P,12,0,50,0,0,0,0,,,,,
ramirer02,2017,1,TBA,AL,P,26,8,208,2,9,0,1,,,,,
ramirer02,2017,2,SEA,AL,P,11,11,186,4,3,1,1,,,,,
ramirha01,2017,1,BOS,AL,1B,18,17,438,119,6,0,12,,,,,
ramirjc01,2017,1,LAA,AL,P,27,24,442,10,12,2,2,,,,,
ramirjo01,2017,1,CLE,AL,2B,71,65,1732,118,170,6,55,,,,,
ramirjo01,2017,1,CLE,AL,3B,88,86,2210,61,146,6,23,,,,,
ramirjo02,2017,1,ATL,NL,P,68,0,186,2,6,0,1,,,,,
ramirne01,2017,1,SFN,NL,P,9,0,31,0,1,0,0,,,,,
ramirne01,2017,2,NYN,NL,P,20,0,63,4,2,0,0,,,,,
ramirno01,2017,1,BOS,AL,P,2,0,14,0,0,0,0,,,,,
ramirno01,2017,2,LAA,AL,P,10,0,25,0,0,1,0,,,,,
ramosaj01,2017,1,MIA,NL,P,40,0,119,2,3,1,0,,,,,
ramosaj01,2017,2,NYN,NL,P,21,0,57,1,2,0,0,,,,,
ramosed02,2017,1,PHI,NL,P,59,0,173,1,4,2,0,,,,,
ramoswi01,2017,1,TBA,AL,C,62,57,1499,469,38,4,1,5,,29,6,
rasmuco01,2017,1,TBA,AL,OF,30,26,712,54,4,0,1,,,,,
ravinjo01,2017,1,LAN,NL,P,14,0,50,1,3,0,0,,,,,
rayro02,2017,1,ARI,NL,P,28,28,486,0,11,1,1,,,,,
readra01,2017,1,WAS,NL,C,3,1,33,12,1,0,0,1,,1,0,
realmjt01,2017,1,MIA,NL,1B,9,8,217,79,4,0,7,,,,,
realmjt01,2017,1,MIA,NL,C,126,125,3287,929,87,6,11,9,,53,25,
reckean01,2017,1,ATL,NL,C,4,1,39,12,0,1,0,1,,1,0,
reddijo01,2017,1,HOU,AL,1B,1,0,3,2,0,0,0,,,,,
reddijo01,2017,1,HOU,AL,OF,129,121,3210,195,6,5,0,,,,,
reedad01,2017,1,NYN,NL,P,48,0,147,3,2,0,0,,,,,
reedad01,2017,2,BOS,AL,P,29,0,81,1,1,0,0,,,,,
reedaj01,2017,1,HOU,AL,1B,1,0,9,3,1,0,0,,,,,
reedco01,2017,1,CIN,NL,P,12,1,53,1,3,0,0,,,,,
refsnro01,2017,1,NYA,AL,1B,4,4,81,23,0,0,2,,,,,
refsnro01,2017,1,NYA,AL,2B,2,0,24,1,1,0,0,,,,,
refsnro01,2017,1,NYA,AL,OF,11,3,123,6,0,1,0,,,,,
refsnro01,2017,2,TOR,AL,1B,2,0,12,0,0,0,0,,,,,
refsnro01,2017,2,TOR,AL,2B,18,12,333,25,42,3,8,,,,,
refsnro01,2017,2,TOR,AL,OF,3,1,39,3,0,0,0,,,,,
reinhja01,2017,1,ARI,NL,SS,1,1,27,0,2,0,1,,,,,
reiniza01,2017,1,DET,AL,P,10,0,29,1,1,0,1,,,,,
rendoan01,2017,1,WAS,NL,3B,145,143,3805,83,244,7,28,,,,,
renfrhu01,2017,1,SDN,NL,OF,120,117,3045,204,9,9,1,,,,,
reverbe01,2017,1,LAA,AL,OF,82,66,1844,148,5,3,1,,,,,
reyesjo01,2017,1,NYN,NL,2B,28,23,622,39,54,0,14,,,,,
reyesjo01,2017,1,NYN,NL,3B,36,31,837,18,59,5,3,,,,,
reyesjo01,2017,1,NYN,NL,OF,2,1,19,0,0,0,0,,,,,
reyesjo01,2017,1,NYN,NL,SS,80,71,1891,75,182,3,34,,,,,
reynoma01,2017,1,COL,NL,1B,138,132,3519,1218,62,6,131,,,,,
reynoma01,2017,1,COL,NL,OF,1,0,1,0,0,0,0,,,,,
reynoma03,2017,1,NYN,NL,1B,3,1,27,6,0,0,0,,,,,
reynoma03,2017,1,NYN,NL,2B,8,3,86,2,10,0,1,,,,,
reynoma03,2017,1,NYN,NL,3B,23,10,330,6,21,0,2,,,,,
reynoma03,2017,1,NYN,NL,OF,8,4,124,8,0,0,0,,,,,
reynoma03,2017,1,NYN,NL,SS,10,4,129,6,15,1,2,,,,,
rhameja01,2017,1,NYN,NL,P,9,0,27,0,3,0,0,,,,,
richacl01,2017,1,SDN,NL,P,32,32,592,7,36,0,3,,,,,
richaga01,2017,1,LAA,AL,P,6,6,83,4,4,0,0,,,,,
rickajo01,2017,1,BAL,AL,OF,107,57,1811,135,5,2,2,,,,,
riddljt01,2017,1,MIA,NL,SS,69,61,1684,81,177,8,33,,,,,
riosya01,2017,1,PHI,NL,P,13,0,49,0,0,0,0,,,,,
riverfe01,2017,1,PIT,NL,P,73,0,226,5,13,1,0,,,,,
riverre01,2017,1,NYN,NL,1B,1,0,15,2,1,0,0,,,,,
riverre01,2017,1,NYN,NL,C,52,48,1264,441,29,1,3,3,,21,12,
riverre01,2017,2,CHN,NL,C,19,11,348,127,6,0,0,2,,5,3,
rivertj01,2017,1,NYN,NL,1B,20,17,452,128,12,1,16,,,,,
rivertj01,2017,1,NYN,NL,2B,12,8,227,18,18,0,2,,,,,
rivertj01,2017,1,NYN,NL,3B,28,25,621,17,45,5,5,,,,,
rivertj01,2017,1,NYN,NL,OF,3,1,28,1,0,0,0,,,,,
riverya01,2017,1,MIL,NL,3B,1,0,9,0,0,0,0,,,,,
rizzoan01,2017,1,CHN,NL,1B,157,155,4023,1222,150,3,112,,,,,
rizzoan01,2017,1,CHN,NL,2B,10,0,13,0,2,0,1,,,,,
rizzoan01,2017,1,CHN,NL,3B,1,0,3,0,0,0,0,,,,,
rizzoan01,2017,1,CHN,NL,OF,1,0,0,0,0,0,0,,,,,
roarkta01,2017,1,WAS,NL,P,32,30,544,11,19,1,4,,,,,
roberda08,2017,1,CHA,AL,P,31,0,100,3,2,0,0,,,,,
roberda08,2017,2,NYA,AL,P,30,0,105,3,1,1,0,,,,,
roberda09,2017,1,CLE,AL,OF,27,21,570,32,3,1,1,,,,,
roberda10,2017,1,TBA,AL,2B,41,38,958,47,86,1,20,,,,,
roberda10,2017,1,TBA,AL,3B,17,10,288,10,24,1,6,,,,,
roberda10,2017,1,TBA,AL,OF,1,0,3,0,0,0,0,,,,,
roberda10,2017,1,TBA,AL,SS,24,18,480,26,48,3,6,,,,,
robindr01,2017,1,TEX,AL,2B,7,3,108,9,17,0,3,,,,,
robindr01,2017,1,TEX,AL,3B,20,17,382,13,23,2,3,,,,,
robindr01,2017,1,TEX,AL,OF,20,12,349,26,1,2,0,,,,,
robindr01,2017,1,TEX,AL,SS,6,0,27,3,2,0,0,,,,,
robinsh01,2017,1,LAA,AL,OF,17,9,265,28,0,0,0,,,,,
robleha01,2017,1,NYN,NL,P,46,0,170,3,2,0,0,,,,,
roblevi01,2017,1,WAS,NL,OF,10,5,159,14,1,0,1,,,,,
rodnefe01,2017,1,ARI,NL,P,61,0,166,0,1,0,0,,,,,
rodonca01,2017,1,CHA,AL,P,12,12,208,2,7,0,0,,,,,
rodried05,2017,1,BOS,AL,P,25,24,412,5,11,1,1,,,,,
rodrifr03,2017,1,DET,AL,P,28,0,76,2,1,0,0,,,,,
rodrijo04,2017,1,PHI,NL,P,26,0,81,2,6,1,1,,,,,
rodriri04,2017,1,TEX,AL,P,16,0,39,1,0,0,0,,,,,
rodriri05,2017,1,BAL,AL,P,5,0,17,1,0,0,1,,,,,
rodrise01,2017,1,ATL,NL,2B,4,1,43,2,4,0,1,,,,,
rodrise01,2017,1,ATL,NL,3B,5,3,95,0,10,2,1,,,,,
rodrise01,2017,1,ATL,NL,OF,5,5,126,8,0,0,0,,,,,
rodrise01,2017,2,PIT,NL,1B,2,0,9,2,0,0,0,,,,,
rodrise01,2017,2,PIT,NL,2B,8,6,172,7,22,2,6,,,,,
rodrise01,2017,2,PIT,NL,3B,9,6,183,5,21,0,0,,,,,
rodrise01,2017,2,PIT,NL,OF,14,6,202,16,1,0,0,,,,,
rodrise01,2017,2,PIT,NL,SS,6,6,150,8,14,2,3,,,,,
roech01,2017,1,ATL,NL,P,3,0,6,0,0,0,0,,,,,
roech01,2017,2,TBA,AL,P,9,0,26,0,0,0,0,,,,,
rogerta01,2017,1,MIN,AL,P,69,0,167,1,5,0,1,,,,,
rojasmi02,2017,1,MIA,NL,1B,2,0,10,4,0,0,1,,,,,
rojasmi02,2017,1,MIA,NL,2B,2,2,45,4,3,0,0,,,,,
rojasmi02,2017,1,MIA,NL,3B,15,3,141,2,9,0,0,,,,,
rojasmi02,2017,1,MIA,NL,SS,77,70,1838,118,192,10,57,,,,,
romansa01,2017,1,CIN,NL,P,16,16,261,12,13,1,0,,,,,
romeren01,2017,1,WAS,NL,P,53,0,167,0,2,0,0,,,,,
rominan01,2017,1,DET,AL,1B,22,4,195,56,4,0,3,,,,,
rominan01,2017,1,DET,AL,2B,27,17,493,29,50,1,11,,,,,
rominan01,2017,1,DET,AL,3B,23,5,198,5,16,1,3,,,,,
rominan01,2017,1,DET,AL,C,1,0,1,0,0,0,0,1,,0,0,
rominan01,2017,1,DET,AL,OF,51,44,1146,109,1,1,0,,,,,
rominan01,2017,1,DET,AL,P,2,0,3,0,0,0,0,,,,,
rominan01,2017,1,DET,AL,SS,10,9,222,11,21,0,7,,,,,
rominau01,2017,1,NYA,AL,1B,12,4,161,46,9,0,5,,,,,
rominau01,2017,1,NYA,AL,C,67,58,1553,524,43,1,1,4,,26,3,
romose01,2017,1,LAN,NL,P,30,0,75,1,1,0,0,,,,,
romose01,2017,2,TBA,AL,P,25,0,92,0,4,0,0,,,,,
rondobr01,2017,1,DET,AL,P,21,0,47,2,0,0,0,,,,,
rondohe01,2017,1,CHN,NL,P,61,0,172,5,4,0,1,,,,,
rosalad01,2017,1,OAK,AL,2B,8,7,177,12,14,1,5,,,,,
rosalad01,2017,1,OAK,AL,3B,4,1,63,2,2,0,0,,,,,
rosalad01,2017,1,OAK,AL,OF,1,1,15,0,0,0,0,,,,,
rosalad01,2017,1,OAK,AL,SS,55,50,1317,70,148,8,36,,,,,
rosalad01,2017,2,ARI,NL,1B,6,1,75,17,2,0,3,,,,,
rosalad01,2017,2,ARI,NL,2B,3,1,36,4,3,0,3,,,,,
rosalad01,2017,2,ARI,NL,3B,11,10,222,7,16,1,2,,,,,
rosalad01,2017,2,ARI,NL,SS,10,9,225,10,25,1,6,,,,,
rosaram01,2017,1,NYN,NL,SS,45,43,1124,59,107,6,22,,,,,
rosared01,2017,1,MIN,AL,OF,150,142,3772,265,5,4,1,,,,,
rosarra01,2017,1,MIN,AL,P,2,0,7,0,0,0,0,,,,,
rosentr01,2017,1,SLN,NL,P,50,0,143,1,3,0,0,,,,,
rosscza01,2017,1,CHN,NL,P,1,0,2,1,0,0,0,,,,,
rosscza01,2017,2,COL,NL,P,9,0,21,1,0,0,0,,,,,
rossjo01,2017,1,WAS,NL,P,13,13,221,1,8,0,0,,,,,
rossro01,2017,1,BOS,AL,P,8,0,27,0,1,0,1,,,,,
rossty01,2017,1,TEX,AL,P,12,10,147,4,9,1,0,,,,,
rowlech01,2017,1,TOR,AL,P,6,3,56,0,1,0,0,,,,,
ruary01,2017,1,TEX,AL,1B,23,19,519,153,13,1,18,,,,,
ruary01,2017,1,TEX,AL,OF,38,17,547,45,1,0,0,,,,,
rucindr01,2017,1,MIN,AL,P,2,0,13,0,1,0,0,,,,,
ruggiju01,2017,1,SFN,NL,OF,17,14,411,27,1,0,0,,,,,
ruizca01,2017,1,SEA,AL,1B,1,0,3,0,0,0,0,,,,,
ruizca01,2017,1,SEA,AL,C,47,40,1051,282,19,1,2,5,,23,7,
ruizca01,2017,1,SEA,AL,P,1,0,3,0,1,0,0,,,,,
ruizjo01,2017,1,SDN,NL,P,1,0,3,0,0,0,0,,,,,
ruizri01,2017,1,ATL,NL,1B,2,1,21,11,0,1,4,,,,,
ruizri01,2017,1,ATL,NL,3B,41,40,1012,28,77,3,8,,,,,
runzlda01,2017,1,PIT,NL,P,8,0,12,0,0,0,0,,,,,
ruppca01,2017,1,PHI,NL,C,88,83,2248,688,50,8,4,11,,45,18,
rusinch01,2017,1,COL,NL,P,60,0,255,2,15,0,3,,,,,
russead02,2017,1,CHN,NL,SS,101,91,2425,113,258,12,49,,,,,
rutlejo01,2017,1,BOS,AL,1B,5,1,41,11,0,0,1,,,,,
rutlejo01,2017,1,BOS,AL,2B,16,10,303,17,28,1,5,,,,,
rutlejo01,2017,1,BOS,AL,3B,20,15,416,18,28,3,1,,,,,
ryanky01,2017,1,DET,AL,P,8,0,17,0,0,0,0,,,,,
ryuhy01,2017,1,LAN,NL,P,25,24,380,3,13,1,2,,,,,
rzepcma01,2017,1,SEA,AL,P,64,0,94,2,4,1,0,,,,,
sabatcc01,2017,1,NYA,AL,P,27,27,446,2,19,1,0,,,,,
saladty01,2017,1,CHA,AL,1B,3,0,12,3,1,0,0,,,,,
saladty01,2017,1,CHA,AL,2B,26,26,653,49,84,1,21,,,,,
saladty01,2017,1,CHA,AL,3B,22,18,505,18,51,3,7,,,,,
saladty01,2017,1,CHA,AL,SS,13,12,323,19,32,0,7,,,,,
salasfe01,2017,1,NYN,NL,P,48,0,135,1,5,0,0,,,,,
salasfe01,2017,2,LAA,AL,P,13,0,41,1,2,0,0,,,,,
salazda01,2017,1,CLE,AL,P,23,19,309,3,5,1,0,,,,,
salech01,2017,1,BOS,AL,P,32,32,643,8,22,0,3,,,,,
saltaja01,2017,1,TOR,AL,C,7,6,156,52,0,0,0,0,,9,0,
samarje01,2017,1,SFN,NL,P,32,32,623,12,32,1,1,,,,,
sanchaa01,2017,1,TOR,AL,P,8,8,108,3,4,1,0,,,,,
sanchad01,2017,1,WAS,NL,2B,10,5,154,13,14,0,1,,,,,
sanchad01,2017,1,WAS,NL,3B,7,6,174,1,13,0,3,,,,,
sanchad01,2017,1,WAS,NL,SS,8,4,105,10,18,1,4,,,,,
sanchan01,2017,1,DET,AL,P,28,17,316,4,6,3,0,,,,,
sanchan03,2017,1,PIT,NL,P,8,0,37,1,2,0,0,,,,,
sanchca01,2017,1,CHA,AL,2B,78,69,1860,132,184,6,53,,,,,
sanchca01,2017,1,CHA,AL,3B,52,45,1180,43,87,3,11,,,,,
sanchca01,2017,1,CHA,AL,OF,1,0,6,1,0,0,0,,,,,
sanchca01,2017,1,CHA,AL,SS,4,3,93,6,10,0,3,,,,,
sanchga02,2017,1,NYA,AL,1B,2,0,9,7,0,0,1,,,,,
sanchga02,2017,1,NYA,AL,C,104,99,2643,935,60,13,4,16,,37,23,
sanchhe01,2017,1,SDN,NL,1B,6,2,75,21,2,1,2,,,,,
sanchhe01,2017,1,SDN,NL,C,25,19,491,144,4,2,3,2,,12,3,
sandopa01,2017,1,BOS,AL,2B,1,0,2,0,0,0,0,,,,,
sandopa01,2017,1,BOS,AL,3B,29,25,640,10,43,5,2,,,,,
sandopa01,2017,2,SFN,NL,1B,9,6,178,55,1,0,8,,,,,
sandopa01,2017,2,SFN,NL,3B,38,37,916,23,50,3,4,,,,,
sanomi01,2017,1,MIN,AL,1B,9,8,195,68,4,2,7,,,,,
sanomi01,2017,1,MIN,AL,3B,82,79,2093,64,138,7,12,,,,,
santaan02,2017,1,BAL,AL,OF,12,6,177,16,0,0,0,,,,,
santaca01,2017,1,CLE,AL,1B,140,139,3677,1055,95,5,129,,,,,
santaca01,2017,1,CLE,AL,OF,7,7,159,9,1,0,1,,,,,
santada01,2017,1,MIN,AL,2B,1,0,3,0,0,0,0,,,,,
santada01,2017,1,MIN,AL,3B,1,0,3,0,0,0,0,,,,,
santada01,2017,1,MIN,AL,OF,10,6,174,17,1,1,0,,,,,
santada01,2017,2,ATL,NL,2B,7,1,68,5,5,0,2,,,,,
santada01,2017,2,ATL,NL,3B,4,3,71,1,2,0,0,,,,,
santada01,2017,2,ATL,NL,OF,38,21,653,57,2,1,0,,,,,
santado01,2017,1,MIL,NL,OF,144,139,3634,224,4,5,1,,,,,
santaed01,2017,1,PIT,NL,P,19,0,54,1,1,0,0,,,,,
santaer01,2017,1,MIN,AL,P,33,33,634,19,16,2,0,,,,,
santihe01,2017,1,MIN,AL,P,15,14,211,5,6,0,0,,,,,
santolu01,2017,1,TOR,AL,P,10,0,50,0,1,0,0,,,,,
sardilu01,2017,1,SDN,NL,2B,7,1,69,7,6,0,1,,,,,
sardilu01,2017,1,SDN,NL,3B,4,2,63,1,6,0,0,,,,,
sardilu01,2017,1,SDN,NL,P,1,0,3,0,0,0,0,,,,,
sardilu01,2017,1,SDN,NL,SS,5,3,95,8,15,2,5,,,,,
saundmi01,2017,1,PHI,NL,OF,52,49,1273,91,4,1,0,,,,,
saundmi01,2017,2,TOR,AL,OF,6,3,80,6,1,0,1,,,,,
saupowa01,2017,1,DET,AL,P,45,0,188,7,13,0,2,,,,,
scahiro01,2017,1,MIL,NL,P,18,0,67,1,2,0,0,,,,,
schebsc01,2017,1,CIN,NL,OF,133,128,3313,225,7,5,2,,,,,
schepta01,2017,1,TEX,AL,P,5,0,12,1,0,0,0,,,,,
scherma01,2017,1,WAS,NL,P,31,31,602,9,9,1,1,,,,,
schimry01,2017,1,SDN,NL,3B,50,46,1194,21,113,7,8,,,,,
schoojo01,2017,1,BAL,AL,2B,159,158,4155,329,446,15,132,,,,,
schoojo01,2017,1,BAL,AL,SS,5,2,57,1,14,0,3,,,,,
schugaj01,2017,1,PIT,NL,P,32,0,96,2,2,0,0,,,,,
schwaky01,2017,1,CHN,NL,1B,1,0,0,0,0,0,0,,,,,
schwaky01,2017,1,CHN,NL,C,4,0,21,9,0,0,0,0,,0,0,
schwaky01,2017,1,CHN,NL,OF,110,101,2463,141,7,5,1,,,,,
scottro02,2017,1,BOS,AL,P,57,0,107,1,4,0,0,,,,,
scottta01,2017,1,BAL,AL,P,2,0,5,0,0,0,0,,,,,
scribev01,2017,1,SEA,AL,P,8,0,22,0,2,0,0,,,,,
scribtr01,2017,1,LAA,AL,P,10,4,71,0,2,0,0,,,,,
seageco01,2017,1,LAN,NL,SS,138,134,3486,185,324,11,77,,,,,
seageky01,2017,1,SEA,AL,3B,154,153,4060,130,310,14,46,,,,,
segedro01,2017,1,LAN,NL,1B,6,3,90,26,0,0,3,,,,,
segedro01,2017,1,LAN,NL,3B,5,1,45,1,1,0,0,,,,,
segedro01,2017,1,LAN,NL,OF,1,0,1,0,0,0,0,,,,,
segurje01,2017,1,SEA,AL,SS,124,124,3252,136,298,17,61,,,,,
selskst01,2017,1,BOS,AL,3B,2,0,11,0,1,0,0,,,,,
selskst01,2017,1,BOS,AL,OF,1,1,21,2,0,0,0,,,,,
semiema01,2017,1,OAK,AL,SS,85,85,2241,125,241,9,45,,,,,
senzaan01,2017,1,COL,NL,P,36,20,404,9,24,1,2,,,,,
severlu01,2017,1,NYA,AL,P,31,31,580,7,27,2,2,,,,,
severpe01,2017,1,WAS,NL,C,10,5,168,65,4,1,1,1,,3,2,
sewalpa01,2017,1,NYN,NL,P,57,0,196,2,6,1,0,,,,,
shackke01,2017,1,CIN,NL,P,26,0,92,5,2,0,1,,,,,
shawbr01,2017,1,CLE,AL,P,79,0,230,5,9,2,1,,,,,
shawtr01,2017,1,MIL,NL,1B,1,0,14,3,0,0,1,,,,,
shawtr01,2017,1,MIL,NL,3B,143,141,3664,90,255,9,32,,,,,
sherfji01,2017,1,ARI,NL,P,11,0,32,1,0,0,0,,,,,
sherrry01,2017,1,SLN,NL,P,13,0,43,2,2,0,0,,,,,
shielja02,2017,1,CHA,AL,P,21,21,351,5,12,0,0,,,,,
shiplbr01,2017,1,ARI,NL,P,10,3,75,0,0,0,0,,,,,
shoemma01,2017,1,LAA,AL,P,14,14,233,2,8,1,1,,,,,
shrevch01,2017,1,NYA,AL,P,44,0,136,1,4,0,0,,,,,
siegrke01,2017,1,SLN,NL,P,39,0,103,1,7,0,2,,,,,
siegrke01,2017,2,PHI,NL,P,7,0,15,0,0,0,0,,,,,
sierrma01,2017,1,SLN,NL,OF,17,14,412,30,0,3,0,,,,,
simmoan01,2017,1,LAA,AL,SS,158,158,4109,235,436,14,99,,,,,
simmosh01,2017,1,SEA,AL,P,9,0,23,0,0,1,0,,,,,
simslu01,2017,1,ATL,NL,P,14,10,173,3,5,2,0,,,,,
sippto01,2017,1,HOU,AL,P,46,0,112,4,7,0,0,,,,,
siscoch01,2017,1,BAL,AL,C,10,4,120,37,1,0,0,1,,5,0,
skaggty01,2017,1,LAA,AL,P,16,16,255,1,2,0,0,,,,,
skogler01,2017,1,KCA,AL,P,7,5,54,0,2,0,0,,,,,
slanida01,2017,1,SFN,NL,P,1,0,3,0,0,0,0,,,,,
slateau01,2017,1,SFN,NL,3B,1,0,7,0,1,0,0,,,,,
slateau01,2017,1,SFN,NL,OF,33,32,819,60,2,1,0,,,,,
slegeaa01,2017,1,MIN,AL,P,4,3,46,0,2,0,0,,,,,
smithca02,2017,1,BOS,AL,P,8,0,20,0,1,0,0,,,,,
smithca03,2017,1,NYA,AL,P,9,2,56,0,1,0,0,,,,,
smithch07,2017,1,OAK,AL,P,14,9,167,4,6,1,0,,,,,
smithch09,2017,1,TOR,AL,P,4,0,15,0,2,0,0,,,,,
smithdo02,2017,1,NYN,NL,1B,46,44,1134,327,26,2,32,,,,,
smithdw02,2017,1,TOR,AL,OF,10,6,179,3,0,0,0,,,,,
smithjo05,2017,1,TOR,AL,P,38,0,107,1,7,0,1,,,,,
smithjo05,2017,2,CLE,AL,P,21,0,55,2,5,0,1,,,,,
smithjo07,2017,1,OAK,AL,P,26,0,105,2,2,0,0,,,,,
smithke04,2017,1,CHA,AL,C,79,70,1868,572,27,2,2,5,,56,8,
smithma05,2017,1,TBA,AL,OF,78,68,1828,142,2,3,2,,,,,
smithse01,2017,1,BAL,AL,OF,91,82,1989,140,4,0,0,,,,,
smithty01,2017,1,SEA,AL,2B,3,0,15,2,2,0,0,,,,,
smithty01,2017,1,SEA,AL,SS,6,4,120,5,17,0,4,,,,,
smoakju01,2017,1,TOR,AL,1B,151,145,3904,1244,66,2,127,,,,,
smokejo01,2017,1,NYN,NL,P,54,0,169,2,4,0,0,,,,,
smolija01,2017,1,OAK,AL,OF,11,7,198,22,0,0,0,,,,,
snellbl01,2017,1,TBA,AL,P,24,24,388,6,13,0,1,,,,,
socolmi01,2017,1,SLN,NL,P,15,0,56,0,3,0,0,,,,,
sogarer01,2017,1,MIL,NL,2B,60,37,1094,66,97,2,28,,,,,
sogarer01,2017,1,MIL,NL,3B,7,2,86,2,4,1,0,,,,,
sogarer01,2017,1,MIL,NL,OF,1,1,24,1,0,0,0,,,,,
sogarer01,2017,1,MIL,NL,SS,26,20,479,29,54,0,9,,,,,
solarya01,2017,1,SDN,NL,1B,8,4,124,47,2,0,8,,,,,
solarya01,2017,1,SDN,NL,2B,79,75,1886,93,187,3,53,,,,,
solarya01,2017,1,SDN,NL,3B,22,18,470,16,38,3,5,,,,,
solarya01,2017,1,SDN,NL,SS,28,24,597,32,55,4,18,,,,,
solerjo01,2017,1,KCA,AL,OF,22,16,456,36,1,0,0,,,,,
solissa01,2017,1,WAS,NL,P,30,0,78,1,6,0,1,,,,,
soriajo01,2017,1,KCA,AL,P,59,0,168,11,6,0,3,,,,,
sotoge01,2017,1,CHA,AL,C,13,12,326,91,7,0,0,0,,8,1,
souzast01,2017,1,TBA,AL,OF,139,139,3636,242,5,6,1,,,,,
spande01,2017,1,SFN,NL,OF,123,116,3118,276,1,2,0,,,,,
spangco01,2017,1,SDN,NL,2B,7,4,126,12,13,0,3,,,,,
spangco01,2017,1,SDN,NL,3B,96,86,2298,47,173,13,20,,,,,
spangco01,2017,1,SDN,NL,OF,32,25,618,32,1,0,1,,,,,
sparkgl01,2017,1,TOR,AL,P,2,0,3,0,0,0,0,,,,,
springe01,2017,1,HOU,AL,OF,131,130,3362,243,5,1,2,,,,,
stallja01,2017,1,PIT,NL,C,5,3,100,26,1,1,0,1,,5,1,
stammcr01,2017,1,SDN,NL,P,60,0,241,2,15,1,1,,,,,
stanery01,2017,1,TBA,AL,P,21,0,60,1,1,0,0,,,,,
stantmi03,2017,1,MIA,NL,OF,149,150,3937,320,9,4,1,,,,,
stassbr01,2017,1,PHI,NL,1B,21,12,356,109,10,0,8,,,,,
stassbr01,2017,1,PHI,NL,OF,3,2,42,1,0,0,0,,,,,
stassma01,2017,1,HOU,AL,1B,1,0,12,3,0,0,0,,,,,
stassma01,2017,1,HOU,AL,C,11,6,193,70,1,1,0,0,,2,1,
steckdr01,2017,1,MIA,NL,P,37,0,104,1,2,0,1,,,,,
stephja01,2017,1,CIN,NL,P,7,4,75,7,1,0,0,,,,,
stephro01,2017,1,CIN,NL,P,25,11,254,4,5,3,0,,,,,
stevean01,2017,1,WAS,NL,OF,28,12,435,38,0,0,0,,,,,
stewabr01,2017,1,LAN,NL,P,17,4,103,0,3,0,1,,,,,
stewach01,2017,1,PIT,NL,C,48,40,1064,379,26,6,1,4,,27,8,
storedr01,2017,1,CIN,NL,P,58,0,164,2,5,0,1,,,,,
storytr01,2017,1,COL,NL,SS,142,133,3556,191,408,11,101,,,,,
strahma01,2017,1,KCA,AL,P,24,3,104,1,2,0,0,,,,,
straida01,2017,1,MIA,NL,P,33,33,545,13,19,2,0,,,,,
strasst01,2017,1,WAS,NL,P,28,28,526,13,10,1,0,,,,,
