yearID,playerID,Games,Wins,Losses
2013,yostne01,162,86,76
2013,sciosmi01,162,78,84
2013,gardero01,162,66,96
2013,girarjo01,162,85,77
2013,melvibo01,162,96,66
2013,wedgeer01,162,71,91
2013,maddojo99,163,92,71
2013,washiro01,163,91,72
2013,gibbojo02,162,74,88
2013,gibsoki01,162,81,81
2013,gonzafr99,162,96,66
2013,sveumda01,162,66,96
2013,bakerdu01,162,90,72
2013,weisswa01,162,74,88
2013,mattido01,162,92,70
2013,redmomi01,162,62,100
2013,roeniro01,162,74,88
2013,collite99,162,74,88
2013,manuech01,120,53,67
2013,sandbry01,42,20,22
2013,hurdlcl01,162,94,68
2013,blackbu02,162,76,86
2013,bochybr01,162,76,86
2013,mathemi01,162,97,65
2013,johnsda02,162,86,76
2014,showabu99,162,96,66
2014,farrejo03,162,71,91
2014,venturo01,162,73,89
2014,francte01,162,85,77
2014,ausmubr01,162,90,72
2014,portebo03,138,59,79
2014,lawleto01,24,11,13
2014,yostne01,162,89,73
2014,sciosmi01,162,98,64
2014,gardero01,162,70,92
2014,girarjo01,162,84,78
2014,melvibo01,162,88,74
2014,mcclell01,162,87,75
2014,maddojo99,162,77,85
2014,washiro01,140,53,87
2014,bogarti01,22,14,8
2014,gibbojo02,162,83,79
2014,gibsoki01,159,63,96
2014,trammal01,3,1,2
2014,gonzafr99,162,79,83
2014,renteri01,162,73,89
2014,pricebr99,162,76,86
2014,weisswa01,162,66,96
2014,mattido01,162,94,68
2014,redmomi01,162,77,85
2014,roeniro01,162,82,80
2014,collite99,162,79,83
2014,sandbry01,162,73,89
2014,hurdlcl01,162,88,74
2014,blackbu02,162,77,85
2014,bochybr01,162,88,74
2014,mathemi01,162,90,72
2014,willima04,162,96,66
2015,showabu99,162,81,81
2015,farrejo03,162,78,84
2015,venturo01,162,78,86
2015,francte01,161,81,80
2015,ausmubr01,161,74,87
2015,hinchaj01,162,86,76
2015,yostne01,162,95,67
2015,sciosmi01,162,85,77
2015,molitpa01,162,83,79
2015,girarjo01,162,87,75
2015,melvibo01,162,68,94
2015,mcclell01,162,76,86
2015,cashke01,162,80,82
2015,banisje01,162,88,74
2015,gibbojo02,162,93,69
2015,halech01,162,79,83
2015,gonzafr99,162,67,95
2015,maddojo99,162,97,95
2015,pricebr99,162,64,98
2015,weisswa01,162,68,94
2015,mattido01,162,92,70
2015,redmomi01,38,16,22
2015,jennida99,124,55,69
2015,roeniro01,25,7,18
2015,counscr01,137,61,76
2015,collite99,162,90,72
2015,sandbry01,74,26,48
2015,mackape01,88,37,51
2015,hurdlcl01,162,98,64
2015,blackbu02,65,32,33
2015,roberda07,1,0,1
2015,murphpa99,96,42,54
2015,bochybr01,162,84,78
2015,mathemi01,162,100,62
2015,willima04,162,83,79
2016,showabu99,162,89,73
2016,farrejo03,162,93,69
2016,venturo01,162,78,84
2016,francte01,161,94,67
2016,ausmubr01,161,86,75
2016,hinchaj01,162,84,78
2016,yostne01,162,81,81
2016,sciosmi01,162,74,88
2016,molitpa01,162,59,103
2016,girarjo01,162,84,78
2016,melvibo01,162,69,93
2016,servasc01,162,86,76
2016,cashke01,162,68,94
2016,banisje01,162,95,67
2016,gibbojo02,162,89,73
2016,halech01,162,69,93
2016,gonzafr99,37,9,28
2016,snitkbr99,124,59,65
2016,maddojo99,162,103,58
2016,pricebr99,162,68,94
2016,weisswa01,162,75,87
2016,roberda07,162,91,71
2016,mattido01,161,79,82
2016,counscr01,162,73,89
2016,collite99,162,87,75
2016,mackape01,162,71,91
2016,hurdlcl01,162,78,83
2016,greenan01,162,68,94
2016,bochybr01,162,87,75
2016,mathemi01,162,86,76
2016,bakerdu01,162,95,67
2017,showabu99,162,75,87
2017,farrejo03,162,93,69
2017,renteri01,162,67,95
2017,francte01,162,102,60
2017,ausmubr01,162,64,98
2017,hinchaj01,162,101,61
2017,yostne01,162,80,82
2017,sciosmi01,162,80,82
2017,molitpa01,162,85,77
2017,girarjo01,162,91,71
2017,melvibo01,162,75,87
2017,servasc01,162,78,84
2017,cashke01,162,80,82
2017,banisje01,162,78,84
2017,gibbojo02,162,76,86
2017,lovulto01,162,93,69
2017,snitkbr99,162,72,90
2017,maddojo99,162,92,70
2017,pricebr99,162,68,94
2017,blackbu02,161,87,74
2017,redmomi01,1,0,1
2017,roberda07,162,104,58
2017,mattido01,162,77,85
2017,counscr01,162,86,76
2017,collite99,162,70,92
2017,mackape01,162,66,96
2017,hurdlcl01,162,75,87
2017,greenan01,162,71,91
2017,bochybr01,160,63,97
2017,wotusro01,2,1,1
2017,mathemi01,162,83,79
2017,bakerdu01,160,95,65
2017,speiech01,2,2,0
2018,showabu99,162,47,115
2018,coraal01,162,108,54
2018,renteri01,158,60,98
2018,mcewijo01,4,2,2
2018,francte01,162,91,71
2018,gardero01,162,64,98
2018,hinchaj01,162,103,59
2018,yostne01,162,58,104
2018,sciosmi01,162,80,82
2018,molitpa01,162,78,84
2018,booneaa01,162,100,62
2018,melvibo01,162,97,65
2018,servasc01,162,89,73
2018,cashke01,162,90,72
2018,banisje01,152,64,88
2018,wakamdo01,10,3,7
2018,gibbojo02,162,73,89
2018,lovulto01,161,82,79
2018,narroje01,1,0,1
2018,snitkbr99,162,90,72
2018,maddojo99,163,95,68
2018,pricebr99,18,3,15
2018,rigglji99,144,64,80
2018,blackbu02,163,91,72
2018,roberda07,163,92,71
2018,mattido01,161,63,98
2018,counscr01,163,96,67
2018,callami01,162,77,85
2018,kaplega01,162,80,82
2018,hurdlcl01,161,82,79
2018,greenan01,162,66,96
2018,bochybr01,162,73,89
2018,mathemi01,93,47,46
2018,shildmi99,69,41,28
2018,martida01,162,82,80
2019,hydebr99,162,54,108
2019,coraal01,162,84,78
2019,renteri01,161,72,89
2019,francte01,162,93,69
2019,gardero01,161,47,114
2019,hinchaj01,162,107,55
2019,yostne01,162,59,103
2019,ausmubr01,162,72,90
2019,baldero01,162,101,61
2019,booneaa01,162,103,59
2019,melvibo01,162,97,65
2019,servasc01,162,68,94
2019,cashke01,162,96,66
2019,woodwch01,162,78,84
2019,montoch01,162,67,95
2019,lovulto01,162,85,77
2019,snitkbr99,162,97,65
2019,maddojo99,162,84,78
2019,bellda01,162,75,87
2019,blackbu02,162,71,91
2019,roberda07,162,106,56
2019,mattido01,162,57,105
2019,counscr01,162,89,73
2019,callami01,162,86,76
2019,kaplega01,162,81,81
2019,hurdlcl01,161,69,92
2019,princto01,1,0,1
2019,greenan01,154,69,85
2019,barajro01,8,1,7
2019,bochybr01,162,77,85
2019,shildmi99,162,91,71
2019,martida01,162,93,69
