yearID,teamID,Division,Rank,Games,Wins,Losses,Division winner,League winner,World series winner,Runs scored,At bats,Hits by batters,Doubles,Triples,Homeruns,Walks,Strikeouts,Stolen bases,Cought stealing,Batters hit by pitch,Sacrifice flies,Opponents runs scored,Earned runs allowed,Earned runs average,Shutouts,Saves,Hits allowed,Homeruns allowed,Walks allowed,Strikeouts allowed,Errors,Double plays,Fielding percentage
1990,MIN,W,7,162,74,88,N,N,N,666,5499,1458,281,39,100,445.0,749.0,96.0,53.0,53.0,49.0,729,658,4.12,13,43,1509,134,489,872,101,161,0.983
1990,MIL,E,6,162,74,88,N,N,N,732,5503,1408,247,36,128,519.0,821.0,164.0,72.0,33.0,71.0,760,655,4.08,13,42,1558,121,469,771,149,152,0.976
1990,MON,E,3,162,85,77,N,N,N,662,5453,1363,227,43,114,576.0,1024.0,235.0,99.0,26.0,47.0,598,551,3.37,11,50,1349,127,510,991,110,134,0.982
1990,NYA,E,7,162,67,95,N,N,N,603,5483,1322,208,19,147,427.0,1027.0,119.0,45.0,53.0,36.0,749,676,4.21,6,41,1430,144,618,909,126,164,0.98
1990,NYN,E,2,162,91,71,N,N,N,775,5504,1410,278,21,172,536.0,851.0,110.0,33.0,32.0,56.0,613,548,3.43,14,41,1339,119,444,1217,132,107,0.978
1990,OAK,W,1,162,103,59,Y,Y,N,733,5433,1379,209,22,164,651.0,992.0,141.0,54.0,46.0,48.0,570,514,3.18,16,64,1287,123,494,831,87,152,0.986
1990,PHI,E,4,162,77,85,N,N,N,646,5535,1410,237,27,103,582.0,915.0,108.0,35.0,30.0,39.0,729,655,4.07,7,35,1381,124,651,840,117,150,0.981
1990,PIT,E,1,162,95,67,Y,N,N,733,5388,1395,288,42,138,582.0,914.0,137.0,52.0,24.0,66.0,619,546,3.4,8,43,1367,135,413,848,134,125,0.9790000000000001
1990,SDN,W,4,162,75,87,N,N,N,673,5554,1429,243,35,123,509.0,902.0,138.0,59.0,28.0,48.0,673,597,3.68,12,35,1437,147,507,928,141,141,0.977
1990,SEA,W,5,162,77,85,N,N,N,640,5474,1419,251,26,107,596.0,749.0,105.0,51.0,40.0,54.0,680,592,3.69,7,41,1319,120,606,1064,130,152,0.9790000000000001
1990,SFN,W,3,162,85,77,N,N,N,719,5573,1459,221,35,152,488.0,973.0,109.0,56.0,33.0,45.0,710,655,4.08,6,45,1477,131,553,788,107,148,0.983
1990,SLN,E,6,162,70,92,N,N,N,599,5462,1398,255,41,73,517.0,844.0,221.0,74.0,21.0,50.0,698,621,3.87,13,39,1432,98,475,833,130,114,0.9790000000000001
1990,TEX,W,3,162,83,79,N,N,N,676,5469,1416,257,27,110,575.0,1054.0,115.0,48.0,34.0,44.0,696,615,3.83,9,36,1343,113,623,997,133,161,0.9790000000000001
1990,TOR,E,2,162,86,76,N,N,N,767,5589,1479,263,50,167,526.0,970.0,111.0,52.0,28.0,62.0,661,620,3.84,9,48,1434,143,445,892,86,144,0.986
1991,ATL,W,1,162,94,68,Y,Y,N,749,5456,1407,255,30,141,563.0,906.0,165.0,76.0,32.0,45.0,644,563,3.49,7,48,1304,118,481,969,138,122,0.978
1991,BAL,E,6,162,67,95,N,N,N,686,5604,1421,256,29,170,528.0,974.0,50.0,33.0,33.0,45.0,796,743,4.59,8,42,1534,147,504,868,91,172,0.985
1991,BOS,E,2,162,84,78,N,N,N,731,5530,1486,305,25,126,593.0,820.0,59.0,39.0,32.0,51.0,712,642,4.01,13,45,1405,147,530,999,116,165,0.981
1991,CAL,W,7,162,81,81,N,N,N,653,5470,1396,245,29,115,448.0,928.0,94.0,56.0,38.0,31.0,649,591,3.69,10,50,1351,141,543,990,102,156,0.9840000000000001
1991,CHA,W,2,162,87,75,N,N,N,758,5594,1464,226,39,139,610.0,896.0,134.0,74.0,37.0,41.0,681,622,3.79,8,40,1302,154,601,923,116,151,0.982
1991,CHN,E,4,160,77,83,N,N,N,695,5522,1395,232,26,159,442.0,879.0,123.0,64.0,36.0,55.0,734,653,4.03,4,40,1415,117,542,927,113,120,0.982
1991,CIN,W,5,162,74,88,N,N,N,689,5501,1419,250,27,164,488.0,1006.0,124.0,56.0,32.0,41.0,691,613,3.83,11,43,1372,127,560,997,125,131,0.9790000000000001
1991,CLE,E,7,162,57,105,N,N,N,576,5470,1390,236,26,79,449.0,888.0,84.0,58.0,43.0,46.0,759,678,4.23,8,33,1551,110,441,862,149,150,0.976
1991,DET,E,2,162,84,78,N,N,N,817,5547,1372,259,26,209,699.0,1185.0,109.0,47.0,31.0,44.0,794,726,4.51,8,38,1570,148,593,739,104,171,0.983
1991,HOU,W,6,162,65,97,N,N,N,605,5504,1345,240,43,79,502.0,1027.0,125.0,68.0,35.0,43.0,717,646,4.0,13,36,1347,129,651,1033,161,129,0.9740000000000001
1991,KCA,W,6,162,82,80,N,N,N,727,5584,1475,290,41,117,523.0,969.0,119.0,68.0,35.0,47.0,722,639,3.92,12,41,1473,105,529,1004,125,141,0.98
1991,LAN,W,2,162,93,69,N,N,N,665,5408,1366,191,29,108,583.0,957.0,126.0,68.0,28.0,46.0,565,496,3.06,14,40,1312,96,500,1028,123,126,0.98
1991,MIN,W,1,162,95,67,Y,Y,Y,776,5556,1557,270,42,140,526.0,747.0,107.0,68.0,40.0,49.0,652,595,3.69,12,53,1402,139,488,876,95,161,0.985
1991,MIL,E,4,162,83,79,N,N,N,799,5611,1523,247,53,116,556.0,802.0,106.0,68.0,23.0,66.0,744,674,4.14,11,41,1498,147,527,859,118,176,0.981
1991,MON,E,6,161,71,90,N,N,N,579,5412,1329,236,42,95,484.0,1056.0,221.0,100.0,28.0,47.0,655,583,3.64,14,39,1304,111,584,909,133,128,0.9790000000000001
1991,NYA,E,5,162,71,91,N,N,N,674,5541,1418,249,19,147,473.0,861.0,109.0,36.0,39.0,50.0,777,709,4.42,11,37,1510,152,506,936,133,181,0.9790000000000001
1991,NYN,E,5,161,77,84,N,N,N,640,5359,1305,250,24,117,578.0,789.0,153.0,70.0,27.0,52.0,646,568,3.56,11,39,1403,108,410,1028,143,112,0.977
1991,OAK,W,4,162,84,78,N,N,N,760,5410,1342,246,19,159,642.0,981.0,151.0,64.0,50.0,49.0,776,734,4.57,10,49,1425,155,655,892,107,150,0.982
1991,PHI,E,3,162,78,84,N,N,N,629,5521,1332,248,33,111,490.0,1026.0,92.0,30.0,21.0,49.0,680,628,3.86,11,35,1346,111,670,988,119,111,0.981
1991,PIT,E,1,162,98,64,Y,N,N,768,5449,1433,259,50,126,620.0,901.0,124.0,46.0,35.0,66.0,632,557,3.44,11,51,1411,117,401,919,120,134,0.981
1991,SDN,W,3,162,84,78,N,N,N,636,5408,1321,204,36,121,501.0,1069.0,101.0,64.0,32.0,38.0,646,577,3.57,11,47,1385,139,457,921,113,130,0.982
1991,SEA,W,5,162,83,79,N,N,N,702,5494,1400,268,29,126,588.0,811.0,97.0,44.0,37.0,62.0,674,616,3.79,13,48,1387,136,628,1003,110,187,0.983
1991,SFN,W,4,162,75,87,N,N,N,649,5463,1345,215,48,141,471.0,973.0,95.0,57.0,40.0,33.0,697,646,4.03,10,45,1397,143,544,905,109,151,0.982
1991,SLN,E,2,162,84,78,N,N,N,651,5362,1366,239,53,68,532.0,857.0,202.0,110.0,21.0,47.0,648,588,3.69,5,51,1367,114,454,822,107,133,0.982
1991,TEX,W,3,162,85,77,N,N,N,829,5703,1539,288,31,177,596.0,1039.0,102.0,50.0,42.0,41.0,814,734,4.47,10,41,1486,151,662,1022,134,138,0.9790000000000001
1991,TOR,E,1,162,91,71,Y,N,N,684,5489,1412,295,45,133,499.0,1043.0,148.0,53.0,58.0,65.0,622,569,3.5,16,60,1301,121,523,971,127,115,0.98
1992,ATL,W,1,162,98,64,Y,Y,N,682,5480,1391,223,48,138,493.0,924.0,126.0,60.0,26.0,50.0,569,510,3.14,24,41,1321,89,489,948,109,121,0.982
1992,BAL,E,3,162,89,73,N,N,N,705,5485,1423,243,36,148,647.0,827.0,89.0,48.0,51.0,59.0,656,616,3.79,16,48,1419,124,518,846,93,168,0.985
1992,BOS,E,7,162,73,89,N,N,N,599,5461,1343,259,21,84,591.0,865.0,44.0,48.0,31.0,43.0,669,577,3.58,13,39,1403,107,535,943,139,170,0.978
1992,CAL,W,5,162,72,90,N,N,N,579,5364,1306,202,20,88,416.0,882.0,160.0,101.0,40.0,40.0,671,617,3.84,13,42,1449,130,532,888,134,172,0.9790000000000001
1992,CHA,W,3,162,86,76,N,N,N,738,5498,1434,269,36,110,622.0,784.0,160.0,57.0,31.0,69.0,690,621,3.82,5,52,1400,123,550,810,129,134,0.9790000000000001
1992,CHN,E,4,162,78,84,N,N,N,593,5590,1420,221,41,104,417.0,816.0,77.0,51.0,31.0,40.0,624,554,3.39,11,37,1337,107,575,901,114,142,0.982
1992,CIN,W,2,162,90,72,N,N,N,660,5460,1418,281,44,99,563.0,888.0,125.0,65.0,21.0,52.0,609,558,3.46,11,55,1362,109,470,1060,96,128,0.9840000000000001
1992,CLE,E,4,162,76,86,N,N,N,674,5620,1495,227,24,127,448.0,885.0,144.0,67.0,45.0,44.0,746,671,4.11,7,46,1507,159,566,890,141,176,0.978
1992,DET,E,6,162,75,87,N,N,N,791,5515,1411,256,16,182,675.0,1055.0,66.0,45.0,24.0,53.0,794,733,4.6,4,36,1534,155,564,693,116,164,0.981
1992,HOU,W,4,162,81,81,N,N,N,608,5480,1350,255,38,96,506.0,1025.0,139.0,54.0,48.0,40.0,668,603,3.72,12,45,1386,114,539,978,114,125,0.981
1992,KCA,W,5,162,72,90,N,N,N,610,5501,1411,284,42,75,439.0,741.0,131.0,71.0,51.0,46.0,667,613,3.81,12,44,1426,106,512,834,122,164,0.98
1992,LAN,W,6,162,63,99,N,N,N,548,5368,1333,201,34,72,503.0,899.0,142.0,78.0,24.0,40.0,636,545,3.41,13,29,1401,82,553,981,174,136,0.972
1992,MIN,W,2,162,90,72,N,N,N,747,5582,1544,275,27,104,527.0,834.0,123.0,74.0,53.0,59.0,653,598,3.7,13,50,1391,121,479,923,95,155,0.985
1992,MIL,E,2,162,92,70,N,N,N,740,5504,1477,272,35,82,511.0,779.0,256.0,115.0,33.0,72.0,604,556,3.43,14,39,1344,127,435,793,89,146,0.986
1992,MON,E,2,162,87,75,N,N,N,648,5477,1381,263,37,102,463.0,976.0,196.0,63.0,43.0,55.0,581,530,3.25,14,49,1296,92,525,1014,124,113,0.98
1992,NYA,E,4,162,76,86,N,N,N,733,5593,1462,281,18,163,536.0,903.0,78.0,37.0,42.0,55.0,746,679,4.21,9,44,1453,129,612,851,114,165,0.982
1992,NYN,E,5,162,72,90,N,N,N,599,5340,1254,259,17,93,572.0,956.0,129.0,52.0,28.0,45.0,653,588,3.66,13,34,1404,98,482,1025,116,134,0.981
1992,OAK,W,1,162,96,66,Y,N,N,745,5387,1389,219,24,142,707.0,831.0,143.0,59.0,49.0,59.0,672,599,3.73,9,58,1396,129,601,843,125,158,0.9790000000000001
1992,PHI,E,6,162,70,92,N,N,N,686,5500,1392,255,36,118,509.0,1059.0,127.0,31.0,52.0,46.0,717,652,4.11,7,34,1387,113,549,851,131,128,0.978
1992,PIT,E,1,162,96,66,Y,N,N,693,5527,1409,272,54,106,569.0,872.0,110.0,53.0,25.0,56.0,595,551,3.35,20,43,1410,101,455,844,101,144,0.9840000000000001
1992,SDN,W,3,162,82,80,N,N,N,617,5476,1396,255,30,135,453.0,864.0,69.0,52.0,26.0,41.0,636,578,3.56,11,46,1444,111,439,971,115,127,0.982
1992,SEA,W,7,162,64,98,N,N,N,679,5564,1466,278,24,149,474.0,841.0,100.0,55.0,38.0,51.0,799,730,4.55,9,30,1467,129,661,894,112,170,0.982
1992,SFN,W,5,162,72,90,N,N,N,574,5456,1330,220,36,105,435.0,1067.0,112.0,64.0,39.0,39.0,647,586,3.61,12,30,1385,128,502,927,113,174,0.982
1992,SLN,E,3,162,83,79,N,N,N,631,5594,1464,262,44,94,495.0,996.0,208.0,118.0,32.0,41.0,604,556,3.38,9,47,1405,118,400,842,94,146,0.985
1992,TEX,W,4,162,77,85,N,N,N,682,5537,1387,266,23,159,550.0,1036.0,81.0,44.0,50.0,45.0,753,663,4.09,3,42,1471,113,598,1034,154,153,0.975
1992,TOR,E,1,162,96,66,Y,Y,Y,780,5536,1458,265,40,163,561.0,933.0,129.0,39.0,47.0,54.0,682,626,3.91,14,49,1346,124,541,954,93,109,0.985
1993,ATL,W,1,162,104,58,Y,N,N,767,5515,1444,239,29,169,560.0,946.0,125.0,48.0,36.0,50.0,559,507,3.14,16,46,1297,101,480,1036,108,146,0.983
1993,BAL,E,3,162,85,77,N,N,N,786,5508,1470,287,24,157,655.0,930.0,73.0,54.0,41.0,56.0,745,691,4.31,10,42,1427,153,579,900,100,171,0.9840000000000001
1993,BOS,E,5,162,80,82,N,N,N,686,5496,1451,319,29,114,508.0,871.0,73.0,38.0,62.0,49.0,698,609,3.77,11,44,1379,127,552,997,122,155,0.98
1993,CAL,W,5,162,71,91,N,N,N,684,5391,1399,259,24,114,564.0,930.0,169.0,100.0,38.0,46.0,770,690,4.34,6,41,1482,153,550,843,120,161,0.98
1993,CHA,W,1,162,94,68,Y,N,N,776,5483,1454,228,44,162,604.0,834.0,106.0,57.0,33.0,61.0,664,598,3.7,11,48,1398,125,566,974,112,153,0.982
1993,CHN,E,4,163,84,78,N,N,N,738,5627,1521,259,32,161,446.0,923.0,100.0,43.0,34.0,42.0,739,673,4.18,5,56,1514,153,470,905,115,162,0.982
1993,CIN,W,5,162,73,89,N,N,N,722,5517,1457,261,28,137,485.0,1025.0,142.0,59.0,32.0,66.0,785,718,4.51,8,37,1510,158,508,996,121,133,0.98
1993,CLE,E,6,162,76,86,N,N,N,790,5619,1547,264,31,141,488.0,843.0,159.0,55.0,49.0,72.0,813,735,4.58,8,45,1591,182,591,888,148,174,0.976
1993,COL,W,6,162,67,95,N,N,N,758,5517,1507,278,59,142,388.0,944.0,146.0,90.0,46.0,52.0,967,860,5.41,0,35,1664,181,609,913,167,149,0.973
1993,DET,E,3,162,85,77,N,N,N,899,5620,1546,282,38,178,765.0,1122.0,104.0,63.0,35.0,52.0,837,742,4.65,7,36,1547,188,542,828,132,148,0.9790000000000001
1993,FLO,E,6,162,64,98,N,N,N,581,5475,1356,197,31,94,498.0,1054.0,117.0,56.0,51.0,43.0,724,661,4.13,5,48,1437,135,598,945,125,130,0.98
1993,HOU,W,3,162,85,77,N,N,N,716,5464,1459,288,37,138,497.0,911.0,103.0,60.0,40.0,47.0,630,559,3.49,14,42,1363,117,476,1056,126,141,0.9790000000000001
1993,KCA,W,3,162,84,78,N,N,N,675,5522,1455,294,35,125,428.0,936.0,100.0,75.0,52.0,51.0,694,649,4.04,6,48,1379,105,571,985,97,150,0.9840000000000001
1993,LAN,W,4,162,81,81,N,N,N,675,5588,1458,234,28,130,492.0,937.0,126.0,61.0,27.0,47.0,662,573,3.5,9,36,1406,103,567,1043,133,141,0.9790000000000001
1993,MIN,W,5,162,71,91,N,N,N,693,5601,1480,261,27,121,493.0,850.0,83.0,59.0,51.0,37.0,830,756,4.71,3,44,1591,148,514,901,100,160,0.9840000000000001
1993,MIL,E,7,162,69,93,N,N,N,733,5525,1426,240,25,125,555.0,932.0,138.0,93.0,40.0,45.0,792,716,4.45,6,29,1511,153,522,810,131,148,0.9790000000000001
1993,MON,E,2,163,94,68,N,N,N,732,5493,1410,270,36,122,542.0,860.0,228.0,56.0,48.0,50.0,682,574,3.55,7,61,1369,119,521,934,159,144,0.975
1993,NYA,E,2,162,88,74,N,N,N,821,5615,1568,294,24,178,629.0,910.0,39.0,35.0,43.0,50.0,761,695,4.35,13,38,1467,170,552,899,105,166,0.983
1993,NYN,E,7,162,59,103,N,N,N,672,5448,1350,228,37,158,448.0,879.0,79.0,50.0,24.0,47.0,744,647,4.05,8,22,1483,139,434,867,156,143,0.975
1993,OAK,W,7,162,68,94,N,N,N,715,5543,1408,260,21,158,622.0,1048.0,131.0,59.0,33.0,49.0,846,791,4.9,2,42,1551,157,680,864,111,161,0.982
1993,PHI,E,1,162,97,65,Y,Y,N,877,5685,1555,297,51,156,665.0,1049.0,91.0,32.0,42.0,51.0,740,647,3.95,11,46,1419,129,573,1117,141,123,0.977
1993,PIT,E,5,162,75,87,N,N,N,707,5549,1482,267,50,110,536.0,972.0,92.0,55.0,55.0,52.0,806,766,4.77,5,34,1557,153,485,832,105,161,0.983
1993,SDN,W,7,162,61,101,N,N,N,679,5503,1386,239,28,153,443.0,1046.0,92.0,41.0,59.0,50.0,772,675,4.23,6,32,1470,148,558,957,160,129,0.9740000000000001
1993,SEA,W,4,162,82,80,N,N,N,734,5494,1429,272,24,161,624.0,901.0,91.0,68.0,56.0,51.0,731,678,4.2,10,41,1421,135,605,1083,90,173,0.985
1993,SFN,W,2,162,103,59,N,N,N,808,5557,1534,269,33,168,516.0,930.0,120.0,65.0,46.0,50.0,636,585,3.61,9,50,1385,168,442,982,101,169,0.9840000000000001
1993,SLN,E,3,162,87,75,N,N,N,758,5551,1508,262,34,118,588.0,882.0,153.0,72.0,27.0,54.0,744,660,4.09,7,54,1553,152,383,775,159,157,0.975
1993,TEX,W,2,162,86,76,N,N,N,835,5510,1472,284,39,181,483.0,984.0,113.0,67.0,48.0,56.0,751,684,4.28,6,45,1476,144,562,957,132,145,0.9790000000000001
1993,TOR,E,1,162,95,67,Y,Y,Y,847,5579,1556,317,42,159,588.0,861.0,170.0,49.0,52.0,54.0,742,674,4.21,11,50,1441,134,620,1023,107,144,0.982
1995,ATL,E,1,144,90,54,Y,Y,Y,645,4814,1202,210,27,168,520.0,933.0,73.0,43.0,40.0,34.0,540,494,3.44,11,34,1184,107,436,1087,100,113,0.982
1995,BAL,E,3,144,71,73,N,N,N,704,4837,1267,229,27,173,574.0,803.0,92.0,45.0,39.0,41.0,640,607,4.31,10,29,1165,149,523,930,72,141,0.986
1995,BOS,E,1,144,86,58,Y,N,N,791,4997,1399,286,31,175,560.0,923.0,99.0,44.0,65.0,49.0,698,631,4.39,9,39,1338,127,476,888,120,151,0.978
1995,CAL,W,2,145,78,67,N,N,N,801,5019,1390,252,25,186,564.0,889.0,58.0,39.0,36.0,38.0,697,645,4.52,9,42,1310,163,486,901,95,120,0.982
1995,CHA,C,3,145,68,76,N,N,N,755,5060,1417,252,37,146,576.0,767.0,110.0,39.0,32.0,56.0,758,693,4.85,4,36,1374,164,617,892,108,131,0.98
1995,CHN,C,3,144,73,71,N,N,N,693,4963,1315,267,39,158,440.0,953.0,105.0,37.0,34.0,35.0,671,597,4.13,12,45,1313,162,518,926,115,115,0.9790000000000001
1995,CIN,C,1,144,85,59,Y,N,N,747,4903,1326,277,35,161,519.0,946.0,190.0,68.0,40.0,50.0,623,578,4.03,10,38,1270,131,424,903,79,140,0.986
1995,CLE,C,1,144,100,44,Y,Y,N,840,5028,1461,279,23,207,542.0,766.0,132.0,53.0,35.0,48.0,607,554,3.83,10,50,1261,135,445,926,101,142,0.982
1995,COL,W,2,144,77,67,N,N,N,785,4994,1406,259,43,200,484.0,943.0,125.0,59.0,56.0,31.0,783,711,4.97,1,43,1443,160,512,891,107,146,0.981
1995,DET,E,4,144,60,84,N,N,N,654,4865,1204,228,29,159,551.0,987.0,73.0,36.0,41.0,43.0,844,778,5.49,3,38,1509,170,536,729,106,143,0.981
1995,FLO,E,4,143,67,76,N,N,N,673,4886,1278,214,29,144,517.0,916.0,131.0,53.0,49.0,48.0,673,610,4.27,7,29,1299,139,562,994,115,143,0.9790000000000001
1995,HOU,C,2,144,76,68,N,N,N,747,5097,1403,260,22,109,566.0,992.0,176.0,60.0,69.0,47.0,674,596,4.06,8,32,1357,118,460,1056,121,120,0.9790000000000001
1995,KCA,C,2,144,70,74,N,N,N,629,4903,1275,240,35,119,475.0,849.0,120.0,53.0,43.0,39.0,691,642,4.49,10,37,1323,142,503,763,90,168,0.9840000000000001
1995,LAN,W,1,144,78,66,Y,N,N,634,4942,1303,191,31,140,468.0,1023.0,127.0,45.0,30.0,35.0,609,526,3.66,11,37,1188,125,462,1060,130,120,0.976
1995,MIN,C,5,144,56,88,N,N,N,703,5005,1398,270,34,120,471.0,916.0,105.0,57.0,58.0,36.0,889,815,5.76,2,27,1450,210,533,790,100,141,0.981
1995,MIL,C,4,144,65,79,N,N,N,740,5000,1329,249,42,128,502.0,800.0,105.0,40.0,46.0,42.0,747,689,4.82,4,31,1391,146,603,699,105,186,0.981
1995,MON,E,5,144,66,78,N,N,N,621,4905,1268,265,24,118,400.0,901.0,120.0,49.0,56.0,32.0,638,586,4.11,9,42,1286,128,416,950,109,119,0.98
1995,NYA,E,2,145,79,65,N,N,N,749,4947,1365,280,34,122,625.0,851.0,50.0,30.0,39.0,68.0,688,651,4.56,5,35,1286,159,535,908,74,121,0.986
1995,NYN,E,2,144,69,75,N,N,N,657,4958,1323,218,34,125,446.0,994.0,58.0,39.0,42.0,43.0,618,556,3.88,9,36,1296,133,401,901,115,125,0.9790000000000001
1995,OAK,W,4,144,67,77,N,N,N,730,4916,1296,228,18,169,565.0,911.0,112.0,46.0,45.0,58.0,761,698,4.93,4,34,1320,153,556,890,102,151,0.981
1995,PHI,E,2,144,69,75,N,N,N,615,4950,1296,263,30,94,497.0,884.0,72.0,25.0,46.0,41.0,658,603,4.21,8,41,1241,134,538,980,97,139,0.982
1995,PIT,C,5,144,58,86,N,N,N,629,4937,1281,245,27,125,456.0,972.0,84.0,55.0,24.0,33.0,736,666,4.7,7,29,1407,130,477,871,122,138,0.978
1995,SDN,W,3,144,70,74,N,N,N,668,4950,1345,231,20,116,447.0,872.0,124.0,46.0,35.0,38.0,672,590,4.13,10,35,1242,142,512,1047,108,130,0.98
1995,SEA,W,1,145,79,66,Y,N,N,796,4996,1377,276,20,182,549.0,871.0,110.0,41.0,39.0,34.0,708,644,4.5,8,39,1343,149,591,1068,104,108,0.98
1995,SFN,W,4,144,67,77,N,N,N,652,4971,1256,229,33,152,472.0,1060.0,138.0,46.0,57.0,24.0,776,699,4.86,5,34,1368,173,505,801,108,142,0.98
1995,SLN,C,4,143,62,81,N,N,N,563,4779,1182,238,24,107,436.0,920.0,79.0,46.0,46.0,40.0,658,575,4.09,6,38,1290,135,445,842,113,156,0.98
1995,TEX,W,3,144,74,70,N,N,N,691,4913,1304,247,24,138,526.0,877.0,90.0,47.0,33.0,45.0,720,665,4.66,4,34,1385,152,514,838,98,156,0.982
1995,TOR,E,5,144,56,88,N,N,N,642,5036,1309,275,27,140,492.0,906.0,75.0,16.0,44.0,45.0,777,701,4.88,8,22,1336,145,654,894,97,131,0.982
1996,ATL,E,1,162,96,66,Y,Y,N,773,5614,1514,264,28,197,530.0,1032.0,83.0,43.0,27.0,50.0,648,575,3.52,9,46,1372,120,451,1245,130,143,0.98
1996,BAL,E,2,163,88,74,N,N,N,949,5689,1557,299,29,257,645.0,915.0,76.0,40.0,61.0,67.0,903,839,5.14,1,44,1604,209,597,1047,97,173,0.9840000000000001
1996,BOS,E,3,162,85,77,N,N,N,928,5756,1631,308,31,209,642.0,1020.0,91.0,44.0,67.0,47.0,921,807,4.98,5,37,1606,185,722,1165,135,152,0.978
1996,CAL,W,4,161,70,91,N,N,N,762,5686,1571,256,24,192,527.0,974.0,53.0,39.0,29.0,33.0,943,847,5.3,8,38,1546,219,662,1052,128,156,0.9790000000000001
1996,CHA,C,2,162,85,77,N,N,N,898,5644,1586,284,33,195,701.0,927.0,105.0,41.0,34.0,62.0,794,733,4.52,4,43,1529,174,616,1039,109,145,0.982
1996,CHN,C,4,162,76,86,N,N,N,772,5531,1388,267,19,175,523.0,1090.0,108.0,50.0,61.0,48.0,771,705,4.36,10,34,1447,184,546,1027,104,147,0.983
1996,CIN,C,3,162,81,81,N,N,N,778,5455,1398,259,36,191,604.0,1134.0,171.0,63.0,34.0,49.0,773,692,4.32,8,52,1447,167,591,1089,121,145,0.98
1996,CLE,C,1,161,99,62,Y,N,N,952,5681,1665,335,23,218,671.0,844.0,160.0,50.0,43.0,57.0,769,700,4.34,9,46,1530,173,484,1033,124,156,0.98
1996,COL,W,3,162,83,79,N,N,N,961,5590,1607,297,37,221,527.0,1108.0,201.0,66.0,82.0,52.0,964,884,5.59,4,34,1597,198,624,932,149,167,0.976
1996,DET,E,5,162,53,109,N,N,N,783,5530,1413,257,21,204,546.0,1268.0,87.0,50.0,29.0,49.0,1103,1015,6.38,4,22,1699,241,784,957,137,157,0.978
1996,FLO,E,3,162,80,82,N,N,N,688,5498,1413,240,30,150,553.0,1122.0,99.0,46.0,55.0,45.0,703,634,3.95,13,41,1386,113,598,1050,111,187,0.982
1996,HOU,C,2,162,82,80,N,N,N,753,5508,1445,297,29,129,554.0,1057.0,180.0,63.0,84.0,55.0,792,702,4.37,4,35,1541,154,539,1163,138,130,0.978
1996,KCA,C,5,161,75,86,N,N,N,746,5542,1477,286,38,123,529.0,943.0,195.0,85.0,43.0,49.0,786,733,4.55,8,35,1563,176,460,926,111,184,0.982
1996,LAN,W,2,162,90,72,N,N,N,703,5538,1396,215,33,150,516.0,1190.0,124.0,40.0,22.0,35.0,652,564,3.46,9,50,1378,125,534,1212,125,143,0.98
1996,MIN,C,4,162,78,84,N,N,N,877,5673,1633,332,47,118,576.0,958.0,143.0,53.0,65.0,63.0,900,844,5.28,5,31,1561,233,581,959,94,142,0.9840000000000001
1996,MIL,C,3,162,80,82,N,N,N,894,5662,1578,304,40,178,624.0,986.0,101.0,48.0,53.0,50.0,899,826,5.14,4,42,1570,213,635,846,134,180,0.978
1996,MON,E,2,162,88,74,N,N,N,741,5505,1441,297,27,148,492.0,1077.0,108.0,34.0,58.0,36.0,668,605,3.78,7,43,1353,152,482,1206,126,121,0.98
1996,NYA,E,1,162,92,70,Y,Y,Y,871,5628,1621,293,28,162,632.0,909.0,96.0,46.0,41.0,72.0,787,744,4.65,9,52,1469,143,610,1139,91,146,0.985
1996,NYN,E,4,162,71,91,N,N,N,746,5618,1515,267,47,147,445.0,1069.0,97.0,48.0,33.0,49.0,779,675,4.22,10,41,1517,159,532,999,159,163,0.9740000000000001
1996,OAK,W,3,162,78,84,N,N,N,861,5630,1492,283,21,243,640.0,1114.0,58.0,35.0,58.0,39.0,900,841,5.2,5,34,1638,205,644,884,103,195,0.9840000000000001
1996,PHI,E,5,162,67,95,N,N,N,650,5499,1405,249,39,132,536.0,1092.0,117.0,41.0,45.0,37.0,790,708,4.48,6,42,1463,160,510,1044,116,145,0.981
1996,PIT,C,5,162,73,89,N,N,N,776,5665,1509,319,33,138,510.0,989.0,126.0,49.0,40.0,49.0,833,744,4.61,7,37,1602,183,479,1044,128,144,0.98
1996,SDN,W,1,162,91,71,Y,N,N,771,5655,1499,285,24,147,601.0,1014.0,109.0,55.0,50.0,52.0,682,616,3.72,11,47,1395,138,506,1194,118,136,0.981
1996,SEA,W,2,161,85,76,N,N,N,993,5668,1625,343,19,245,670.0,1052.0,90.0,39.0,75.0,58.0,895,829,5.21,4,34,1562,216,605,1000,110,155,0.982
1996,SFN,W,4,162,68,94,N,N,N,752,5533,1400,245,21,153,615.0,1189.0,113.0,53.0,48.0,43.0,862,755,4.71,8,35,1520,194,570,997,136,165,0.978
1996,SLN,C,1,162,88,74,Y,N,N,759,5502,1468,281,31,142,495.0,1089.0,149.0,58.0,44.0,48.0,706,641,3.97,11,43,1380,173,539,1050,125,139,0.98
1996,TEX,W,1,163,90,72,Y,N,N,928,5702,1622,323,32,221,660.0,1041.0,83.0,26.0,31.0,69.0,799,749,4.65,6,43,1569,168,582,976,87,150,0.986
1996,TOR,E,4,162,74,88,N,N,N,766,5599,1451,302,35,177,529.0,1105.0,116.0,38.0,92.0,37.0,809,734,4.57,7,35,1476,187,610,1033,110,187,0.982
